authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score,time_taken,story_id,premise_id,premise,text,author_type,model_short,net_upvotes,strategy,characters,round,study_id
3,2,2,4,4,3,11.86707234,j5e4vw4,7,You are a beekeeper. You have a special relationship with your bees. You are able to communicate with them and they're intelligent enough to see you removing honey as 'rent'''''Ã¯¿½Ã¯,"As you can see, the bee in front of me buzzed in morse code, the Queen believes that our professional relationship can now move to the next level.

I took a sip of my honey-chamomille tea. ""Do go on,"" I replied calmly.

We have observed the transactions with the rent you remove from our hive.

""The honey,"" I corrected.

Yes. We have seen the amount of Green Paper you receive and believe a mutually beneficial agreement can be made. As you can see here... the bee said as a swarm of new bees flew in and formed a chart, building a larger larval area with additional entrances sun-ward would increase the hive's Rent production by 51% as soon as the following summer.

""Interesting.""

Furthermore, removing the large human structure next to us and planting cherry trees in the area would further improve both our quality of life and the quality of the Rent.

""I'm afraid that's my neighbour's house, ma'am. Can't raze that.""

Is a hostile takeover out of the question?

""Completely.""

The bee paused for a second. Understandable, it finally buzzed.

""Still - a new larval pod with more entrances? That is not an issue. I can get that done in... 3 weeks? Unless an emergency at work happens.""

The bee jumped up and down excitedly.

Very speedy! The Queen will be pleased.

""Excellent!"" I chuckled and clasped my hands. ""Would you like this in writing?"" I laughed.

The bee stood still.

What's writing?",Human,Human-Advanced,830,,,2,112
3,2,3,4,3,4,16.31575298,j5eixnu,7,You are a beekeeper. You have a special relationship with your bees. You are able to communicate with them and they're intelligent enough to see you removing honey as 'rent'''''Ã¯¿½Ã¯,"''So you're asking for what exactly? I want to help, but I want to make an itemized list to make sure I've got everything.'' I take my pen and paper and listen to them. From their buzzing I can understand that they would like an extra room or area just for the Queens alone.

''Now that is certainly possible, but I'd have to either expand the hive or remove some of the comb racks. I'll make it work, next?'' This one is longer. They want more protection against flies and spiders. Apparently they've had a few issues with larvae digging through the exterior wood of the hive and have had spiders set up a web right by the entrance.

''Well I can for sure solidify the exterior and maybe make it a harder wood so you don't have any larvae anymore, but I'm not sure what I'd do against the spiders, don't you guys have dedicated workers that handle that?'' Apparently not, as I hear from the buzzing.

''But how am I meant to keep away spiders? Best I can do is give them a once over with a brush every day, to remove cobwebs and chase away spiders. I'll add that to the list.'' They seem happy. That sound has always been my favourite to hear, their happy buzzing is soothing to my ears.

''Now so far I've got extra interior room for you, hardwood exterior to protect against larvae from flies and a once over with a brush every day to remove cobwebs and spiders.'' I summarise the list.

''Anything else?'' A timid buzz from the youngest Queen attracts my attention. She wants some more protection from the wind, her hive is the most exposed of the six and on windy days it's nearly impossible for the worker bees to fly out and collect nectar.

''I'll set up a windscreen nearby, or I can move the hive itself. That's up to you.'' A thankful buzz from her tells me the answer.

''So in summary, I'll expand the hives, make them a bit bigger so you have more space from the same amount of comb racks. I'll also replace the older wood on the outside with a harder variety and maybe find some way to deter flies. I'll make sure to clean up each hive with a brush to remove cobwebs and spiders and I'll move the youngest hive closer to the flower patch, away from the wind. Was that all?''

Despite their happy buzzing I worry for the price these changes would cost. What can I make with just honey? I begin playing with the idea of brewing some type of drink, like wine but instead of grapes, I use the honey. I'll call it...Mead.",Human,Human-Intermediate,280,,,2,142
3,2,2,4,4,4,8.780253887,j5eqypx,7,You are a beekeeper. You have a special relationship with your bees. You are able to communicate with them and they're intelligent enough to see you removing honey as 'rent'''''Ã¯¿½Ã¯,"""Quit your bullshit. You're all 5 years old, and your hives are quite likely to mutiny on you this year, tricking you into laying eggs for your successors. When the first one hatches, this younger, stronger, more virile queen is going to try to kill you - just as you did to your mother. If you're lucky, you'll escape with a contingent of simps, in search of a new home. At that point, you can either go through the effort of building a new hive - probably at at an inopportune time of year - or I can help you by giving you a ready made hive to populate.""",Human,Human-Novice,68,,,1,10
3,4,4,4,3,4,10.41555166,j9029yj,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,"""The Sun is quite beautiful in this game.""

""You think? The graphics are kinda dated.""

""You wouldn't understand. You get to see the real deal every day. I don't. One ray of sunshine and...""

""And what?""

""I die.""

""Dramatic. What are you, ginger?""

""A vampire. I'd literally die.""

""...sure.""

""So who's this character you're leading me to?""

""A friendly knight. Spawned a whole bunch of memes for being the one good thing in this dark, forsaken world.""

""Not that dark. I've lived through the literal Dark Ages. This game reminds me of that, actually. At least, the fashion does.""

""You're really committed to this bit, ain'tcha? Anyway - that's him.""

""Fancy armour. He... gave me an emote?""

""Yeah, but mainly the soapstone-""

""The- the emote, he- it's...""

""You alright dude?""

""I just need a minute. Sit here, enjoy the view. Is that alright?""

""Yeah, sure. It's nice to get immersed in the view. I'll go grab a drink.""

""Yeah.""

""...""

""I agree with you, fair knight.

Praise the Sun.""",Human,Human-Advanced,1100,,,1,81
4,4,3,4,4,4,19.23142648,j902zmd,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,"There was a certain charm to playing a long line of eccentric nobles over the years. Shuffling wealth down the 'lineage' of my 'descendants' was simple once you knew how unscrupulous humans were and the ones who knew how to weave through the intricate web of taxation and usury were the best ones who with a wink found a way to move money here or there.

At first, it was in elaborate paintings. Give me a lilting sunset, or a noon basking over a farm field, I would ask. I sighed as each artwork propped itself up after a master of their craft gave me the best rendition of what that fiery orb in the sky looked liked.

Pale imitations of what really existed over my head when I slept.

I then tried to peer into the telescopes of great astrologers and astronomers, only to learn that I grew bored watching things too distant for me to reach.

Next, rotoscopes and movie films equally tried my attention; as cinema was for entertainment, not active participation. I did chuckle at what they thought my kind was like. A sad, tragic but true take of the real thing...

I was so close when computers came alive and from simple pixels to living canvasses stretched across a 3D ceiling, it became alluringly close to what I hungered for. The first games that truly showed me a living ball of searing energy took my breath away.

But it was not quite right. Something was missing. That was until I found an emergent technology that was being worked on in Japan.

I spared no expense. There was a genius to the idea, and I wanted to ensure that it grew, not devolve itself into a plaything for the uninspired and the insipid.

I flipped the visor in my hand. It was truly a marvel of technology. Instant access points to any connection locally, total immersion, and near synaptic processing speeds of data.

Most of the terms flew over my head, but what it offered, I could not deny. Donning it like a helmet, it would allow me access to a world in which it didn't matter who I was, I would be able to see, to sense, to feel what was denied to me for centuries. A yearning I had missed when the last mortal sunset I saw doomed me to be a creature of the night.

Until now.

And all it costed was a pittance of years, an ungodly amount of fortune, and perhaps ten thousand mortal souls.

For I looked over at the man who invented this complex neurological interface. His thin smile, behind that uninspired face, belied a man who valued humans as much as I did. I made a deal with him to build me a world that I could walk in the daylight. And from the handshake we traded, despite my superior strength that I could snap him in half if I so choose, I saw the same being who yearned for something beyond his grasp too- a world that he could exist in as well. A world that would cost anything and everything to make.

He nodded to me, indicating it was ready to wear.

I smiled, a crack that my visage hadn't borne in a good century.

I doffed the NerveGear, and made my way into Kayaba Akihiko's sun-drenched world...",Human,Human-Intermediate,211,,,2,128
4,4,4,4,3,4,17.28561306,j90nocp,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,"The sky was black and cold and the day was long dead, as somewhere, in a house long forgotten by the sun there lived a undead known as Stacy BloodRayne. A suitable name for a vampire, as she was not only separated from the living but despite the whole being dead thing, held a irrepressible fire inside.

She had just gotten back from another night's trip to her local mall, her only real social interaction to the outside world, she had many off comments, some complimenting her for her coal black hair or her ghostly skin, some on her strange and mysterious lifestyle. Either way, they never lasted.

She talks to the cashier, a young man, Diablo with a direction less yet optimistic outlook on life who is pretty much the only person she regularly sees, after wasting countless nights on the internet, which had became her definition of a public life she had been convinced to purchase a odd new game.

After a conversation she had already hid away she returned to her singular home and decided to plug it in, ""Atleast I'll have some sort of life"" She says to herself, with a defeated grin. After some loading time the game begins and she is struck by a overwhelming emotion as if it was a rapid uppercut to the head. For the first time in the entire month she felt truly awake and held a gaping expression on her face, she didn't know why she felt this way, but she wanted to find out how.

As she continued playing she sees things that had faded away long ago. She starts to see a world, become part of a story, instead of a looming shadow from a abounded pack. She felt a sense of achievement and a odd sense of community, she started to see the light. ""What's this?"" She asks herself, embarrassed as soon as the words came out. ""The giant ball of radiation that floats over in the sky. What people call the sun"" She bluntly responds, before holding in a fit of luaghter.

At first it was merely amusing, as time went on she became invested, as the night turned into day and the day turned into night she had became addicted, in a strangely healthy way. For the first time in a decade, she had finally felt 'happiness' not the fleeting type of a random compliment on the street or a short reward, but something more fulfilling. As if she had finally discovered something she had always needed. Soon her catalogue of games started to build up & she beat them all. She smiled, she laughed, she may have even lived.

As she kept on gaming she decides to try it online and very soon she had found people talk to as well. Maybe life was more than survival. Maybe joy didn't go away with a soul and maybe, just maybe.. video game good.",Human,Human-Novice,6,,,2,140
4,3,2,4,4,4,20.76201487,ja0rozz,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It's pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","""My father always told me to look a man in the eye when you shake his hand,"" said Tyler. He spoke firmly and confidently into the dark of his bedroom, hand clasped tightly aroundsomething, just under his bed frame. ""I can't very well look you in the eyes if I can't see you, friend.""

""Not a man,"" said a quiet voice, muffled behind the bedskirt. ""Not a friend,"" it said louder.

Tyler tightened his grasp. ""That's my fault, friend,"" said Tyler, ever cool in awkward social settings. ""I should not have misgendered you. You see, my father was old school, and I should probably modify his sayings for the modern age.""

""Not a friend,"" said the voice again.

""Well, I'd hate to break it to you, friend,"" said Tyler jovially, ""but where I come from - which just so happens to be here - a handshake that lasts this long is called holding hands. And if we ain't friends holding hands, then we must be lovers.""

""Lovers?"" Said the voice noticeably caught off guard.

Tyler's father had taught him many things in life. The handshake thing, sure. Something about never trusting a fart after Tijuana Tuesday - another truism Tyler would need to modernize. But one of the most important things Tyler's father had taught him was this:

If you're caught in a bad situation, always be the craziest one in the room - no one wants to mess with crazy.

""You heard right,"" said Tyler quietly. ""We must be lovers. You're already in my bedroom, you're holding my hand, what's next, my sweet underbed lurker? What will we do with all this pent upenergy?"" Tyler extended his index finger and began to lightly stroke whatever it was that he was holding.

Tyler heard muffled grunts as the being struggled to release itself from his grip. ""Stop! Stop!"" Shouted the voice. ""Dude, what the fuck is wrong with you?""

Tyler held strong. ""Dude? What a cute pet name for me. I think I'll call you honey!"" Tyler crooned. ""Come on up, honey! Let's see what kind of trouble we can get into.""

Tyler felt the being below him thrash about under his bed, it's body slammed against the underside of his box spring and rang loudly throughout the quiet house. ""Seriously, dude. Let me go!"" Said the voice. ""I promise, I'll leave, just let me go."" The voice sounded scared. Desperate.

Now it was Tyler's chance to put to practice another of his father's wise words:

If you ain't gonna eat it, let it go quick.

""I always was more of a catch and release fisherman,"" Tyler said. ""You be good now, though. I don't want to hear about you holding hands with other lovers around town, honey. I'm a jealous man,"" Tyler said.

He loosened his grip and let go. Tyler heard the sound of claws against his hardwood floor as whatever it was scurried away as fast as it could.

Tyler fell quickly back to sleep, unfazed by his impromptu midnight hand holding session.

Shortly after falling back to sleep he felt a pressure on his chest. He opened his eyes to see his sleep paralysis demon staring back at him.

""Hey there good-lookin,"" he said cheerfully.

""Don't you 'good-lookin' me!"" Said the Demon. ""What the fuck was all that 'honey' shit earlier? You thought I wouldn't see that?""

Tyler exhaled loudly. Another truism of his father's:

Try as you might, you can't out crazy crazy.",Human,Human-Advanced,2000,,,2,100
4,4,3,4,4,4,11.11017585,ja14bd3,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It's pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","You're still groggy from being woken, but you remember your father's advice. ""Son,"" he used to say, ""a firm handshake makes a good first impression. Whether it's a business deal or after a good fight, it's a sign of respect!"". His chest would always swell with pride at those words. Your throat tightens for a moment from the memory, a dampness, not wholly attributed to sleep, around your eyes.

But now is not the time, you remind yourself. You can miss your father later. Now, you must focus on the handshake. Its grip is strong, so you match it in strength and add just a little more. A man of noble standing, judging by his form.

As you shake it, it feels strange. Like a hand, to be sure, but not quite right. You focus on the sensation. Leather, smooth and cool, quite supple too. Definitely gloved. A man of some wealth, judging by the quality.

Suddenly, you realise why it feels strange. You count the fingers. Surely not. You count again. Yes, six. Definitely six. In the darkness, you reach under the pillow for your sword, an unseen smile creeping across your lips.

You decide to break the silence. ""Hello"" you say. ""My name is Inigo Montoya...""",Human,Human-Intermediate,282,,,2,187
3,4,4,4,3,4,11.67344284,ja3dbpk,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It's pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","My eyes bolt open, as something grabs my hand. I respond, firstly, by going for a handshake. ""Well, hello there."" Then I hear a frightened whimper, and I look down. The ""monster"" that had seized my hand was small. A little one, were it human. ""Mister, I can't sleep. I'm scared."" It, no, she says in a sad voice.

I climb off the bed and sit on the floor, cross legged and curious. ""What's wrong, kiddo? Where are your parents?"" I ask.

""Gone. I can't find them, and I'm lonely..."" She begins to sob, and I break the handshake and pull her into a hug.

""There there, kiddo. Listen: I'll help you find your parents, but I need to know some things first."" She looks at me, her bright orange sclera discolored from what must be the latest cry.

""I am Kythe."" She says. ""Mommy's name is Etrek, and Daddy's is Kir."" I raise an eyebrow, and take the names down, confirming the spelling, in my phone.

""Have you eaten recently?"" I ask, and she shakes her head. ""I'm sure I've got something you can eat. You ever have pizza rolls?"" I stand up, supporting her frame with one arm while I use the other to pull myself up.

""What's pizza rolls?"" She ask, and I smile.

""Little fried pockets of yum. Come on, you look like you're just skin and bones."" And so, we went downstairs.",Human,Human-Novice,3,,,2,186
3,4,4,4,4,4,18.43822956,jb4e5gy,15,If someone dies in a horrific or traumatic way they are not greeted by Charon the ferryman but instead by Cerberus the best therapy dog in the whole underworld.,"Cerberus sensed a familiar scent in the underworld; a regular visitor who had always sought his companionship when he came by. He eagerly ran past Hades to greet an old friend, who typically had an aromatic, earthy smell of citrus and spice. But today he smelt of blood and burns.

For Hades, this was a worrying sign. He had been planning for a few years on how to bring up the topic of these recurring visits by a member of a foreign pantheon. The frequency of these visits had been increasing at an alarming rate for these past few years.

Near the gates of the underworld, Hades was greeted by the sight of Cerberus licking terrible wounds from a strange creature with 6 scorched, blackened wings and numerous eyes, half of which were oozing blood.

""Greetings, King Hades, I apologize for taking up Cerberus, but he has been the best therapy dog I've ever met in the various pantheons. He has proven instrumental in helping me to maintain my sanity.""

""Explain, I rarely venture beyond the underworld due to how busy it can get, but I need to know why you are here for the 6th time this month. What in your world is going on? Who did this to you?"" Hades enquired.

""My accursed brother...after serving his sentence of a thousand years, restarted the war between the Fallen and our kind. He seems to take perverse pleasure in repeatedly murdering me and mutilating my vessels.""

""You Abrahamic angels have a healer among your kind, your repeated intrusions into my underworld just to see Cerberus for therapy is unwarranted. Go to Raphael if you have to. Good thing he can heal all kinds of wounds and mental illnesses, isn't it?""

""But I am Raphael...everyone in Heaven keeps saying it is a good thing I can heal, but I have been pushed beyond my limits. These recent deaths I have suffered are horribly traumatic. These wounds do not heal instantaneously. Please, I need time.""

Cerberus snuggled up to the angel, who still has his injured wings curled around the dog in a tight embrace.

Hades sighed, ""How long will you need Cerberus? I can tell he is very fond of you, but do not overstay your welcome.""

""I will only stay for a few days. I will leave when my physical vessel has fully reformed and I am alive again. I will not loiter unnecessarily. Like you, I have much work to do as well, I have to heal so many innocents who have been wounded and injured because of Lucifer's futile, senseless war.""

Hades pondered for a moment before replying. This issue about Raphael hogging so much of Cerberus' therapy time had to be addressed urgently.

""You can stay here for all your therapy needs with Cerberus, for as long as you need to be fully functioning. You will be welcome if you need his therapy services again, for as long as Lucifer continues to be a massive douchebag.

Meanwhile, I am going to have a stern word with your father NOW.""",Human,Human-Intermediate,271,,,2,115
3,4,4,4,3,4,19.77136135,jb4iusp,15,If someone dies in a horrific or traumatic way they are not greeted by Charon the ferryman but instead by Cerberus the best therapy dog in the whole underworld.,"After the accident, I wake to the feeling of dogs licking my face. I throw my arm across my face and roll onto my front. As I brought a knee up to stand, I am bumped over by a large enthusiastic dog siding up to my left with the speed of puppy hood. You know how a happy dog can feel like a lot of dogs? This dog feels that way. The dog turns back. I get a good look at it for the first time right as it jumps up to continue its attempt to lick my face.

The dog has three heads.

""Down!"" I say, trying to turn my head to avoid the French kiss that dogs seem to aim for. I am just bearly successful. It has a head licking me from both sides and front.

I bring an arm up from trying to push the dog's body back to cover my mouth as I command, ""Down!""

It works this time. The dog drops onto my feet and attempts to roll up my legs. It is rolling over to show me his belly; one head looking to at me with pleading eyes. One head tries to push it over farther onto me. One head is licking its head looking at me. I reach down to start scratching the dog's/ dogs' belly.

I look around as I kept scratching the dog(s). Maybe it is just one dog? The dog and I are on the shore of a river. There is a person working on a small boat. He is a ways down the shore.

""Hey!"" I call to the boater, ""I like you dog!"" The worker waves an arm to me in acknowledgement, but then continues to ignore me.

My thoughts grow from just focusing on the dog to... oh my God! The car accident! Did everyone get out?! I remember the accident. I remember reaching through broken glass unbuckling the kid from a car seat. I remember diving through a shattered driver's side window, reaching for the buckle trying to get the driver loose. I remember the impact of another car as I was trying to get back out the window.

I start sobbing. The dog squirms back over to its feet. It sits in front of me. Two heads hang low, with eyes looking up at me. The center head gives a couple tentive licks. My chin. My cheek.

I feel overwhelmed my fear. Sadness. I failed. I died.

I burry my head between two of the dog's; the crook warm and musky. I wrap my arms up and around its large body. As The sobs slowly subside, the dog starts to squirm. I let him go from my tight, desperate embrace.

He runs to the boat man and back to me. The boat man follows the dog my way.

I turn away to dry my face. Then stare at the water quietly lapping the muddy shore.

""He is Cerberus. He loves everyone. Did you want to give him a couple treats?"" Says the man as he comes closer.

""Yes!"" I say finally looking the man in his face.

He smiles kindly and drops three dog treats and an old coin into my hand.

""Cerberus is silly, you can't just feed one head or he sits there drooling at you with all three."" The man explains.

He looks away from me and asks, ""Do you have a coin to pay the ferryman?""

I feed Cerberus his three treats.

""I do."" I tell the man handing him his coin back.

He leads me to the boat. Cerberus runs through the water's edge and back up onto the bank. All three of us climb into the boat.",Human,Human-Advanced,475,,,2,193
3,2,2,4,2,3,16.21276498,jba33np,15,If someone dies in a horrific or traumatic way they are not greeted by Charon the ferryman but instead by Cerberus the best therapy dog in the whole underworld.,"I gotta say, the three-headed guard dog of the Underworld is not the first thing I expected to see after getting my head blown off.

But when I awoke, Cerberus was standing over me, all three heads licking my face. I pushed the middle one away and said sternly, ""Off.""

All three heads stopped licking me as Cerberus stood up straight, staring at me curiously. The middle head was panting, and his tail was slowly wagging.

""Do you want... pets?"" I said, wiping dog slobber off my face.

Cerberus's tail wagged faster, and the other two heads panted excitedly. He got into a playful stance and jumped, shaking the ground when he landed. I walked up to him, and he leaned his middle head forwards as if to say, Yes, please pet me.

I gently stroked the head, and it gave me a single lick. ""Aww, you like that, don't you?"" I said in a playful voice.

I booped the middle head's snoot, and Cerberus excitedly panted and jumped again, shaking the ground. I walked under his belly and said, ""Do you like belly rubs?""

I rubbed his belly once before Cerberus flopped down and rolled over onto his back, flailing his legs and wagging his tail in excitement. I climbed onto his belly and rubbed again, causing all three heads to let out simultaneous excited barks.

""You having fun, Cerby?"" said a voice.

I looked to where the voice had came from and saw Charon, the Underworld's ferryman, walking towards us. His boat was parked at the dock of the River Styx, where I saw a few other spirits boarding.

""I see he has taken a liking to you, young mortal,"" said Charon. ""As he does with everyone, I suppose.""

He reached into his pocket, took out three large dog treats, and handed them to me as I climbed off of Cerberus's belly. ""Make sure you feed all three heads at once,"" Charon explained, ""or else he may not like you as much anymore.""

I tossed a treat to each head as Cerberus stood back upright. I could tell they excited him, as all three heads began licking my face again.

""Aack! Off, Cerberus, off!"" But my commands were no use this time, as he simply kept licking.

""Heel, Cerberus,"" Charon ordered. Cerberus stopped licking, sat down, and studied me curiously again. But soon, all three heads yawned, and he flopped down on the ground and fell asleep, making cute but loud snores.

""Food always makes him sleepy,"" said Charon. ""Even little treats. Come on, let's get you on the boat.""",Human,Human-Novice,4,,,2,113
4,4,4,5,5,4,16.02266526,jhlk6dt,16,"""There are three rules for mind-readers..."" The man speaks sternly. ""Don't read loved ones, don't reveal your powers, and NEVER try to read animals."" He shivers a bit. ""You probably think that last part is a joke but trust me; one glimpse into a horse and you won't be right for a week.""","A rabbit spasmed in my arms, its white legs twitching as I held it snugly. It had fallen from a brick wall, and in its eyes, I saw tremendous fear. Such a terror was the worst enemy of these creatures, they could become afraid enough that it could kill them outright. I could heal the wounds to its legs, but I could not restore it from the grave. My instinct was wholly to save it, and the wise words of my mentor were lost on me when I entered its mind; all I wanted to do was calm its nerves, to comfort it, as we would all wish to be comforted.

Through the doorway I expected the emotions of a shivering child; tears and screams. Instead, there was nothing but bright white. In the pointed center of my vision, I saw a gold dot. As I walked closer, it took on the form of a golden ring. When I stood in front of it, I could see a pale translucent red material in the middle. Only when it blinked did I realize it was an eye.

I gasped and stepped back, reaching for my wand in my pocket but realizing that I had no form. This was strange, for I always had a form in my subjects.

Then the eye turned an opaque gray. Shapes came from the edges and began to coalesce. The first thing I noticed was the jade color of my boots, then the rest of the castle garden came into focus. My feet were swinging back and forth like the pendulum of a clock. I was so entranced in the image that I almost didn't see words forming outside of the eye in the whitespace. ""Elves are so difficult to work with."" ""Argh!"" ""Why did that wand cost me an extra two gold?""

Strange, I thought, for these were clearly my own thoughts. How?

The more they appeared, the more I realized that the rabbit knew absolutely everything about me. Nothing was spared, from my deepest fantasies to my most banal mutterings about the weather.

But... It couldn't be the rabbit. I'd never seen it before, I just encountered it while I was... sitting on the wall. It stumbled, then fell, then I leaped after it to save it. How was this possible? Where were the emotions? The terror? The scared little bunny whom I was about to save?

The scene on the wall played back in my mind again and again, and as it did, it slowly occurred to me that things might not have happened the way I thought. Who fell first? Did I fall first? Could the rabbit have leaped... to save me? No, not at all possible. Rabbits don't possess that kind of intelligence.

Or do they?",Human,Human-Advanced,612,,,2,126
4,4,4,4,4,4,28.06996846,jhlrfd8,16,"""There are three rules for mind-readers..."" The man speaks sternly. ""Don't read loved ones, don't reveal your powers, and NEVER try to read animals."" He shivers a bit. ""You probably think that last part is a joke but trust me; one glimpse into a horse and you won't be right for a week.""","Gulping lightly, She looked at his pale blue eyes. Searching for help through occultist and new age foruns proved fruitless, a myriad of people searching for ghosts and freaks were they are not. Until, mysteriously, She stepped on the man's path. Terry felt another thought inside her skull, asking for how long could she read what other people were thinking.

Jumping, and making a scene in the small library, Terry took a look at the man with balding grey hair and unkempt beard. A stereotype of a mystic, almost a modern day Rasputin. He introduced himself as Virgil, and invited the girl for a coffee.

""We are anomalies."" He said, monotonously; the way his face changed, one almost saw a smirk under the thick moustache. ""Born on the brink of extinction and, as someone once advised me...""

""You now pass the set of rules for me."" Concluding the line of thought. ""Have your mentor explained the why of these rules?""

The man showed some teeth, in a surprisingly warm smile.

""Ah... indeed, talented minds indeed.""

He looked through the window, towards the cloudy sky, and took another sip of the coffee from his white mug.

""You not only can read thoughts, but also search for them."" He began, the smile fading away. ""One day, you can be on a happy married life, then your curiosity wins. Suddenly, your wife is thinking about divorce; your husband is having an affair with the neighbour and your kids are not yours. Or worse, your mother regrets not having an abortion when she had the chance."" He put his gaze back at yours. ""You'd be surprised at how many readers prefer death over life with this information.""

She took the mug to her lips but did not drink the hot beverage. The information was enough to digest.

""And I guess, the second rule is because I don't want to spend the rest of my days as a test subject.""

The man silently nodded.

""What about the third rule?""

""It's better to take my word for it.""

His words were not enough. In her apartment, Terry laid on a small couch with a blanket covering her legs, her gaze fixed in Pandora. A white cat, between six and eight years old. She laid on a rug, with the tail covering herself, almost making her look like a pillow. With the silence on the house, her purring could be heard from their distance. She appeared mysteriously on a walk a few blocks to the right.

What could be so terrible in the mind of a cat? An eldritch horror? Some sophisticated thoughts?

Taking a deep breath. The reader felt the familiar sensation. Imagine that your mind is extending an arm and touching a box. You can feel its smoothness and sharp corners. All you have to do is... open.

No voice, or thought, erupted in her mind. Rather, it was like a film. A dream where you're vividily paid attention to your surroundings. Everything was so large, or, maybe, she was so small. The floor was close to her view, almost as if she was laying on it directly, made of mahogany. She wanted to look around, to move her neck, but she couldn't. The view of the floor kept for a full minute. Until a creaking sound made itself known. Terry felt the tension course through her body.

With heavy steps, there was a man. He was wet, or maybe sweaty? His rugged features and black hair weren't strange... from memory, he could be the butcher or the baker, that she saw whenever she had to do groceries. Something moved in her back, and then, from her mouth, a low hissing sound came.

She wasn't Terry, right now. Well, not only Terry.

The man looked at her and gave a dry chuckle. ""Still mad at me, stupid?!"" He said, without looking at her/them.

He sat on an armchair with thorn tissue, and grabbed his phone. While his thumb scrolled up, he made a shushing sound twice, until looking at them; he moved fast, grabbing a shoe and threw at them.

Pandora's reflexes were good. She dodged easily.

""Big fucking deal. Your kittens were put on a bag"" He said with venom on his voice. ""And I got rid of them, I made sure I did correctly, just so you learn to not act like a slut on my house, got it?""

The movie was interrupted by a brusque sensation that made Terry, the real one, fall on the ground, rolling the blanket on her legs. The sleeping cat, Pandora, woke up startled.

She could not contain the tears in her eyes as she walked closer to the cat and extended her hand towards the animal. That let a small meow escape her mouth and touched the hand with her forehead.

For the rest of the night, Terry stood there, scratching and holding the cat, while sobbing helplessly.",Human,Human-Intermediate,187,,,2,151
3,4,4,4,3,4,14.83392477,jhvc2cd,16,"""There are three rules for mind-readers..."" The man speaks sternly. ""Don't read loved ones, don't reveal your powers, and NEVER try to read animals."" He shivers a bit. ""You probably think that last part is a joke but trust me; one glimpse into a horse and you won't be right for a week.""","After that he handed me the pamphlet that described the rules in more detail. ""Ok, I kinda get these rules, you don't want to know what your loved ones think of you, revealing your powers will draw attention, and the way mind reading connects your brain to someone else's makes animals, rough?, That last one doesn't make sense."" I said. He replied ""When you read someone's mind your brain gets a psychic link to them, you think their thoughts and feel their emotions, an animal doesn't think the same way, their minds can be overpowering.""

I went home that day thinking about how toake money off of my new powers, that felt like the most obvious thing to do, but I just couldn't get over the animal part. How in the world does an animals mind overpower a humans, certainly an animal didn't have that kind of mental power. That's when I noticed an ant crawling on my arm. Maybe, just maybe everyone else tried to move too fast, and you just have to work your way up to smarter animals, I could make some money as a dog whisperer, but I had to work my way up.

I focused my power on the ant, the link was a little harder to establish than when I did it with people earlier. A few minutes of focusing and I could feel the mental barrier break and my mind was one with the ant. My heart sank, I felt small and all the curiosity I had flet my soul, in fact all emotion left. I fell over on to the ground, struggling to breathe as my vision started to darken in the corners. I felt the true death of my individuality, all sense of self fleeing me, being unable to truly feel anything I just laid there, breathing heavily, feeling my heart beat.

Hours later I woke up, feeling again. The ant left the range of my telepathy, allowing me to reassure control. I went back to the temple where I learned of my psychic ability when I saw the monk that helped me figure out my abilities. ""You tried an animal, didn't you?"" He said. ""Yeah, I just tried something small to test it, the ant"" I managed to say before being cut off ""An ant!!, Here, you might need this"" he said handing me a business card for a therapist.",Human,Human-Novice,5,,,2,171
