participant_id,study_id,authenticity_comments,empathy_comments,engagement_comments,emotion_provoking_comments,narrative_complexity_comments,human_likeness_comments,open_comments,story_id,premise_id,model_short
3,33,,,,,,,"Intriguing diction, but it feels like a poorly written piece of fan fiction with unnecessary corporate/marketing talk thrown in ""for the vibe."" ",33,13,GPT-4
4,33,The story authentically captures the emotional conflict and disillusionment experienced by the protagonist upon discovering the stark disparity between the published book and the original manuscript.,The story evokes a strong sense of empathy by delving into the emotional turmoil of both the protagonist and Rachel. ,"The narrative is highly engaging, drawing the reader into the protagonist's journey of discovery and confronting the consequences of compromising artistic authenticity. ","The story effectively provokes a range of emotions, from the initial pride in Rachel's achievement to the profound disappointment and sorrow upon realizing the extent of the compromise. ","The narrative complexity is evident in the exploration of themes such as artistic integrity, commercial viability, and the paradoxes of traditional publishing. ","Considering the nuanced exploration of emotional depth, the authentic portrayal of the internal struggles faced by the characters, and the effective storytelling that engages the reader, I would rate the likelihood of human authorship for this story as a 1.",,33,13,GPT-4
6,33,,,,,,,,33,13,GPT-4
7,33,I think the emotions are portrayed in a very human-like way with reactions matching how I would expect them to.,I feel empathetic for Rachel who lost everything pretty much.,"I feel the storyline was a little basic, but I liked the writing style.",I feel a little sad that her life's work was stripped from her by something out of her control.,The business man feels bad for his actions. We learn a lot about who Rachel is as well.,"I think the first part is very human-like. The descriptions are good. But, again, there's that ""lesson to be learned"" element. Also, the characters are very tropey from what you would expect in this prompt.",,33,13,GPT-4
2,34,,,,,,,,34,13,Llama-2-7B
3,34,The way the emotion developed in this story felt pretty real.,,,,,,,34,13,Llama-2-7B
4,34,"The story authentically captures the internal struggle of the protagonist, torn between the desire to support their significant other and the genuine lack of interest in their writing.",The story effectively evokes empathy by presenting a relatable situation where the protagonist grapples with supporting their significant other's passion despite personal preferences. ,The narrative is engaging as it explores the protagonist's internal conflict and emotional journey while wandering through the bookstore. ,"The story effectively provokes a range of emotions, from the protagonist's initial lack of enthusiasm to the unexpected emotional impact of a single sentence.","The narrative complexity lies in the exploration of the protagonist's internal conflict, the juxtaposition of their lack of interest with an unexpected emotional response.","Considering the nuanced exploration of human emotions and the relatable portrayal of a personal struggle, I would rate the likelihood of human authorship for this story as a 1.",,34,13,Llama-2-7B
6,34,,,,,,,,34,13,Llama-2-7B
7,34,"I'm not sure how likely it is a partner would just never read their spouse's book, but it is possible that they might also just not share the same interest.","I feel empathy for the partner who is ignored and lied to. Their partner only cares when their story has to do with them, and they don't find their partner's things interesting for their partner's sake.",There's not much action happening. It sort of just answers the prompt.,I feel sad for the partner who is being lied to.,"The twist is expected, and the characters are tropey in contect of the piece.","The writing piece doesn't answer the prompt as there's not ""nothing like"" the book their partner wrote. Also, there's ""a lesson to be learned"" aspect.",,34,13,Llama-2-7B
2,35,,,,,,,,35,6,Vicuna-33B
3,35,This story was pretty good with describing feeling!,,I wanted to keep reading.,,,,,35,6,Vicuna-33B
4,35,"The story authentically captures the emotional journey of the protagonist, who has been isolated for 20 years after the world ended.",The story effectively evokes empathy by portraying the protagonist's long period of isolation and the deep yearning for human connection. ,"The narrative is engaging as it weaves a tale of survival, loneliness, and the unexpected joy of finding another living soul. ","The story effectively provokes a range of emotions, from the initial solitude and despair of the protagonist to the hopeful and emotional connection with Sarah. ","The narrative complexity lies in the portrayal of the protagonist's long period of isolation, the unique coping mechanism of listening to voicemails, and the sudden introduction of another survivor.","Considering the nuanced exploration of human emotions, the authentic portrayal of isolation and connection, and the effective elicitation of empathy, I would rate the likelihood of human authorship for this story as a 2.",,35,6,Vicuna-33B
6,35,,,,,,,,35,6,Vicuna-33B
7,35,"I do think if in this situation, this is characteristic of how humans would act.",I do feel empathetic towards their hesitancy to connect with one another due to loneliness.,I feel like it kind of answers the prompt in the most basic way.,I felt happy when they were able to find each other. ,I think there's not much variance in style or content from what is expected of the prompt.,"The emotions portrayed are very basic. It also uses quotes directly from the prompt, but there's also no alteration to them or style.",,35,6,Vicuna-33B
2,36,A politician with integrity? Most unbelievable part of this whole story. ,,,,,,,36,8,Llama-2-13B
3,36,,,,,,,,36,8,Llama-2-13B
4,36,The story successfully conveys authenticity through the portrayal of John as an unpopular but principled candidate. ,The story evokes empathy as it presents John as a character facing societal judgment for sticking to his principles. ,"The narrative is engaging, capturing attention with a unique and thought-provoking premise. ","The story effectively provokes emotion, particularly a mix of tension, panic, and eventually hope. ","While the story is engaging, it is not highly complex. The plot unfolds in a straightforward manner without intricate twists or layers. The simplicity contributes to readability but may limit the depth of the narrative.","The emotional depth and character portrayal suggest human creativity, but the structured and formulaic nature of the plot points toward the possibility of it being generated by a language model.",,36,8,Llama-2-13B
6,36,,,,,,,,36,8,Llama-2-13B
7,36,"I think there's truth in a politician sticking to their morals, but I don't know if other people would strike him down for that, especially since we're not given a situation where this has proved to be a problem for him.",I feel empathetic that John is struggling with public hate/backlash.,I feel like the ending and storyline are kind of basic.,I didn't really feel connected to this story.,There's a turn of events that has John end up as the winner. But John is not really complex in his character.,"There's not much stylistic variance in the writing. But, I think there's a human-element to the way this is portrayed overall.",,36,8,Llama-2-13B
2,37,,,,,,,,37,3,Vicuna-33B
3,37,It felt very real for the setting that it was in.,,,,,,"I liked the first sentence a lot, very Lovecraft.",37,3,Vicuna-33B
4,37,The story successfully conveys authenticity by vividly describing the cosmic horror and the ensuing battle. ,"While the story doesn't focus heavily on individual human characters, the portrayal of the cosmic horror and the desperation of humanity evoke a sense of empathy. ","The narrative engages the reader with a compelling description of the cosmic horror, the intense battle, and the surprising victory. "," The story effectively provokes a range of emotions, from fear and despair in the face of cosmic horror to triumph and relief when humanity succeeds in defeating it. ","The story is relatively complex, introducing a cosmic horror, a desperate battle, divine intervention, and the aftermath.","The emotional depth, vivid descriptions, and nuanced exploration of consequences suggest human creativity. ",,37,3,Vicuna-33B
6,37,,,,,,,,37,3,Vicuna-33B
7,37,Humans would be greatly affected if bestowed this divine power.,I don't think there's much to feel empathetic about as the conflict is not really human-based.,"I really liked the description of the alien, but I feel the conversation was lackluster.",I didn't feel strong emotions while reading this.,I think adding in the aspect of the Gods helping the humans was interesting.,"There's imagination in the Gods reaching out a helping hand to the humans. There's also background to what the Gods are talking about, but not too much. There's a lot of descriptive factors.",,37,3,Vicuna-33B
2,38,,,,,,,,38,2,Llama-2-70B
3,38,,,,,,,,38,2,Llama-2-70B
4,38,The story effectively conveys authenticity by delving into the emotional struggles of the characters in the face of an alien invasion. ,"The story generates empathy through the characters' emotional struggles, particularly Alex's grief and anger.",The story effectively captures attention by creating tension and conflict. ,"The story successfully elicits emotions, particularly through Alex's anger, Samantha's desperation, and Maya's disdain.","While the story has a clear plot and conflict, it could benefit from additional layers of complexity.",The story shows creativity and emotional depth suggesting that it was written by a human.,,38,2,Llama-2-70B
6,38,,,,,All the dialogue seems scripted and not something one would naturally say in a stressful situation like this.,,,38,2,Llama-2-70B
7,38,I do think that humans would be opposed to aliens' rule if they were to take over.,I do feel for the people put into this situation as it seems their freedoms have been taken from them.,I liked the conflict throughout the story and the dialogue was good.,I didn't really have an emotional reaction while reading this.,"Each character clearly had their own personality traits and goals, and they demonstrated many perspectives.","I'm not sure that the prompt was answered. They are supposed to celebrate the aliens, but this is more of debate.",,38,2,Llama-2-70B
2,39,,,,,,,,39,8,GPT-4
3,39,,,,,,,It needs something other than just description on top of description.,39,8,GPT-4
4,39,"The story introduces a unique and imaginative concept of downvoting in a democratic system, exploring the consequences and strategies of such a political landscape."," The narrative skillfully weaves Jonas's character with relatable qualities, such as being a single father and an average citizen. ",The story captures attention by presenting an intriguing political system and Jonas's unconventional approach.,"The story evokes a mix of emotions, from empathy for Jonas's character to a sense of reflection on the flaws in contemporary democracy. ",It balances complexity without becoming convoluted.,The story demonstrates creativity and emotional depth suggesting human authorship. ,,39,8,GPT-4
6,39,,,,,,,,39,8,GPT-4
7,39,"I do think if this were true, the neutrality of such a candidate like Jonas would be appealing to a lot of people.",I do feel for Jonas who is sort of put in a position where his mediocracy puts him in a position that he might not fully want to be in.,I really liked the self-reflection aspect that the piece had.,It really makes you reflect on how you fall victim to this as well in our real-life contexts.,"There's a lot of complexity not only to Jonas but with the plot as well, delving into human behaviors and thinking.",The descriptive and stylistic elements aren't robotic and have a flow.,,39,8,GPT-4
2,40,,,,,,,,40,9,Llama-2-70B
3,40,,,,,,,,40,9,Llama-2-70B
4,40,I do think that having someone to care for would make you more likely to care for yourself as well. There also isn't too positive or easy of a resolve.,I feel for both Jane and Max who are going through a tough time together.,I think that the writing is pretty good.,I do feel happy for Jane who is learning to grow through Max.,Max and Jane both show growth overtime.,"It answers the prompt, but with outside information and actions, like the Dr. Lee aspect. Also, I think it portrays human emotion accurately.",,40,9,Llama-2-70B
6,40,,,,,,,,40,9,Llama-2-70B
7,40,"The story authentically captures the emotions and struggles of depression, portraying Jane's inner turmoil and the impact on her daily life. The connection between Jane and Max feels genuine and adds depth to the narrative.","The story evokes empathy by delving into the shared emotional journey of both Jane and Max. Readers can empathize with their struggles, and the bond formed between human and dog creates a poignant connection.","The narrative engages the reader through the progression of Jane and Max's relationship, showcasing the positive impact they have on each other's lives. ","The story effectively provokes a range of emotions, from the initial despair to the gradual emergence of hope and healing.","The story explores the complexity of depression, the challenges of overcoming it, and the healing power of companionship.","The narrative leans heavily towards human authorship due to its nuanced portrayal of emotions, character development, and the exploration of the human-dog relationship. ",,40,9,Llama-2-70B
2,41,,,,,,,,41,14,GPT-4
3,41,,,,,,,,41,14,GPT-4
4,41,"Lisa's grief seems pretty accurately portrayed, and John's decision to not confront her while she is grieving is also characteristic I feel.","I do feel for both Lisa, who lost a sister, and John, who was lied to.",I think the descriptive factors of this story are pretty good.,I feel happy that John is able to be there for Lisa when she needs it.,John shows that he is able to put his own feelings aside for Lisa.,"The first paragraph seemed like it copied the prompt, but otherwise, the descriptive factors were good. I also liked the layering of the story.",,41,14,GPT-4
6,41,,The empathy is too explicitly explained and detracts from the reader developing the feeling naturally.,,,,,,41,14,GPT-4
7,41,The story authentically portrays the emotional complexity of discovering a hidden family secret and the subsequent impact on a marriage.,The narrative evokes a strong sense of empathy as it delves into the profound emotions experienced by John and Lisa. ,"The story engages the reader with its gradual unfolding of secrets and the emotional journey of the characters. The attic scene and the discovery of the family photo create suspense and intrigue, maintaining interest throughout.","The story effectively provokes a range of emotions, from shock and betrayal to understanding and empathy. ","The story has a moderate level of complexity, introducing layers of secrets, hidden relationships, and the impact of the past on the present.","The narrative exhibits a level of creativity, emotional depth, and nuanced storytelling that aligns more with human authorship. ",,41,14,GPT-4
2,42,,,,,,,,42,6,GPT-4
3,42,,,,,,,,42,6,GPT-4
4,42,"I do think if this situation were to ever occur, humans would react in a similar way.",I do feel the relief the person has when they are able to contact another person.,I liked the style of this writing piece.,I feel happy that the two people were able to get ahold of each other.,There's complexity shown in the way the two humans don't trust each other but also find hope in each other.,"I think it answers the prompt, but adds in other elements and characteristics that I think a human would be able to write about.",,42,6,GPT-4
6,42,,,,,,,,42,6,GPT-4
7,42,"The story authentically captures the loneliness and desperation of a post-apocalyptic world, emphasizing the protagonist's need for human connection. ",The narrative evokes strong empathy by immersing the reader in the protagonist's solitary existence and the overwhelming emotions triggered by the unexpected human connection.,The story engages the reader with its unique premise and the exploration of the protagonist's daily routine. ,"The story effectively provokes a range of emotions, from the protagonist's enduring loneliness to the sudden hope and anticipation brought by the live voice.","The story has a moderate level of complexity, primarily centered around the protagonist's routine and the impact of the unexpected phone call. ","The narrative exhibits a high level of human creativity, emotional depth, and nuanced storytelling.",,42,6,GPT-4
2,43,,,,,,,,43,2,GPT-4
3,43,,,,,,,,43,2,GPT-4
4,43,"I think it answers the prompt, and humans would act this way if they were joyous about an alien species invading.","I feel for those who are now happy that their corporate days are over, and they can finally enjoy their lives.",I like the addition of several different perspectives.,I feel content that people find happiness in living this new life.,"There are a lot of different lives displayed, demonstrating the positive effect this change has on everyone.","The dialogue, style, and overall flow is characteristic of human writing. There are phrases and wordings that I don't know AI would be able to create as they require true imagination.",,43,2,GPT-4
6,43,,,Pretty cool writing.,,,,,43,2,GPT-4
7,43,The story authentically captures the human spirit and the unexpected ways in which people might respond to an alien takeover. ,The narrative evokes empathy by portraying the struggles of everyday people and their shift in perspective under the new alien rule.,The story engages the reader with its unique take on an alien invasion and the unexpected celebration of the new alien rulers. ,"The story effectively provokes a range of emotions, from the initial confusion and celebration to the realization of the complex dynamics at play. ","The story has a moderate level of complexity, introducing the concept of alien rulers who inadvertently bring a form of liberation to humanity.","The narrative exhibits a high level of creativity, imaginative storytelling, and a nuanced understanding of human behavior. ",,43,2,GPT-4
2,44,,,,,,,,44,0,GPT-4
3,44,,,,,,,,44,0,GPT-4
4,44,I think human (or vampiric) emotions are accurately portrayed here. And the story is not too far fetched.,"You do feel for the vampire and how he longs for the sun, but is able to find some piece of happiness in the virtual world.",I really liked the different characters and the description of the sunset.,You feel happy at the end as Vlad and his constant are able to bond over the sunset.,There are different sides to all the characters.,The style of the writing is very descriptive and comes up with phrases that I don't think AI would be able to. There's also a lot of depth and complexity to the characters.,,44,0,GPT-4
6,44,,,,,,,"The story really, really, REALLY needs dialogue of some kind.",44,0,GPT-4
7,44,"The story authentically captures the longing and loneliness of a centuries-old vampire seeking solace in the virtual world of video games. The emotions, character dynamics, and the juxtaposition of ancient vampire lore with modern gaming culture feel genuine.",The narrative evokes empathy by delving into Vlad's yearning for sunlight and the unconventional companionship formed in the digital realm. ,The story engages the reader with its unique premise of a vampire immersing himself in video games to simulate the lost sensation of daylight. ,"The story effectively provokes a range of emotions, from Vlad's deep yearning and the unexpected joy of virtual sunlight to the poignant moment of laughter and tears.","The story has a moderate level of complexity, introducing supernatural elements and exploring the intersection of virtual reality, vampire lore, and human connections.","The narrative exhibits a high level of creativity, emotional depth, and a seamless blend of supernatural and modern elements. The exploration of vampire mythology, the virtual world, and the dynamics between the characters align more with human authorship.",,44,0,GPT-4
2,45,,,,,,,,45,12,Llama-2-7B
3,45,,,,,,,,45,12,Llama-2-7B
4,45,"I think that there's a bit of a lack or urgency in the piece, and also the fact that they both share these dreams but kind of put it off is a little unauthentic. Otherwise, I feel the story is accurate.","I don't think there's much to be empathetic about, but I do feel for their anger.",I think the dream-like figure appearing is an interesting take. I also think the concept of having this take place in a dream world is also interesting.,i didn't really feel moved by this piece. ,I think the switch-up with the dreams was pretty interesting. We can also see the main character grow as she learns to face her fears.,Probably a human. The descriptive parts of the writing were human-like. I also think the twist in the concept of the dream was good. ,,45,12,Llama-2-7B
6,45,,,,,,,,45,12,Llama-2-7B
7,45,The story authentically captures the disconcerting feeling of waking up from a strange dream and explores the mysterious nature of recurring dreams that connect two individuals.,The narrative evokes empathy by delving into the characters' shared experiences and their search for meaning in their dreams.,"The story engages the reader with its exploration of dreams, mysteries, and the evolving relationship between Sophia and Jack.","The story effectively provokes a range of emotions, from the initial confusion and frustration of recurring dreams to the eventual acceptance and exploration of their deeper meanings."," The story has a moderate level of complexity, introducing elements of dreams, psychology, and a murder case. The exploration of the characters' subconscious minds adds layers to the narrative, creating a blend of mystery and self-discovery.","The narrative exhibits a high level of creativity, emotional depth, and a nuanced exploration of dreams and human connections.",,45,12,Llama-2-7B
2,46,,,,,,,,46,12,Llama-2-7B
3,46,,,,,,The story seems to start halfway through but AI stories would try to create a complete narrative that ticks off all the boxes.,,46,12,Llama-2-7B
4,46,I don't think a human would just grip the unknown beings hand without some sort of fearful reaction.,There's not really anything to feel empathy for.,"The story wasn't really fleshed out. But, the take was interesting.",I wasn't really moved by this piece.,We don't really get to meet the characters or delve into the world where they reside. ,AI because it's very short and doesn't really answer the prompt.,,46,12,Llama-2-7B
6,46,,,Some interesting descriptions.,,,Strange and consistent use of ampersands is copying the ampersand used in the prompt.,,46,12,Llama-2-7B
7,46,The story authentically captures the surreal and mysterious atmosphere of a night encounter with an unseen force. The description of the warmth spreading and the subsequent internal awakening feels genuine and evocative.,The narrative evokes empathy by tapping into the universal experience of facing uncertainties and finding inner strength.,The story engages the reader through its vivid imagery and the gradual transformation of the protagonist's experience. The mystery of the unseen force and the revelation of internal strength create intrigue and maintain interest.,"The narrative effectively provokes emotions, from the initial tension and uncertainty to the eventual sense of relief, hope, and empowerment. ","The story has a straightforward narrative with a clear progression of events. While it introduces mystical elements, the focus remains on the protagonist's internal journey, offering a simple yet impactful storyline.",The narrative showcases creativity in portraying a mystical encounter and the subsequent internal transformation. The emotional resonance and the exploration of inner strength align more with human authorship.,,46,12,Llama-2-7B
2,47,,,,,,,,47,8,Llama-2-7B
3,47,,,,,,,,47,8,Llama-2-7B
4,47,"I feel like the main character is a little self-righteous, but in general, this is kind of characteristic of human nature.",There's not really much to feel empathetic about.,"I think the concept is kind of basic, not really engaging. ",I didn't connect with this piece.,"The politicians follow the sort of ""evil or self-serving"" trope, and the main character doesn't really change over the course of the piece. ","The story isn't really fleshed out. There's also a ""lesson to be learned"" aspect.",,47,8,Llama-2-7B
6,47,,,,,,,This story started off interestingly but got very boring as it went on.,47,8,Llama-2-7B
7,47,The story authentically captures the disillusionment and skepticism often associated with political processes. The introduction of the 'Downvote' system adds a unique and intriguing element to the narrative.,"The story taps into the common sentiment of distrust towards politicians, making it relatable to many readers. The protagonist's desire for accountability resonates with the audience, creating an empathetic connection.",he narrative engages the reader through the discovery of the 'Downvote' system and the subsequent exploration of its consequences.,The story provokes emotions related to political frustration and the desire for change. The realization that the system favors the most despised candidates adds a layer of irony and emotion to the narrative.,"The story introduces a unique concept with the 'Downvote' system, adding complexity to the traditional political narrative. ",The narrative showcases creativity in imagining a novel political system and effectively explores the implications of such a system on the electoral process. The human touch in reflecting on the ethical aspects aligns more with human authorship.,,47,8,Llama-2-7B
2,48,,,,,,,,48,11,Llama-2-13B
3,48,,,,,,,,48,11,Llama-2-13B
4,48,I don't think the parent would react this calmly.,I do feel for the parent who has to watch their child go through this.,"The dialogue was pretty basic, and so was the storyline overall.",I didn't really connect with this story.,There isn't much complexity to the characters.,There's a lot of basic dialogue. The parent also doesn't react like a human would to the situation at hand. ,,48,11,Llama-2-13B
6,48,,,,,,,,48,11,Llama-2-13B
7,48,"The story authentically explores the parental concern and protectiveness over a child being bestowed with significant responsibilities. The dialogue and emotions feel genuine, making it relatable.",The narrative successfully evokes empathy by tapping into the parental instinct of wanting to shield one's child from potential dangers.,The story engages the reader through the discovery of the Moon Princess locket's capabilities and the subsequent conversation with the Moon Goddess. ,The story provokes emotions related to parental worry and the willingness to protect one's child. The plea to the Moon Goddess and the acceptance of the situation contribute to the emotional depth of the narrative.,The narrative introduces a complex situation where a teenager is entrusted with significant responsibilities.,"he story reflects a nuanced understanding of human emotions, especially those related to parental concern. The dialogue and the portrayal of the parent's perspective align with human experiences.",,48,11,Llama-2-13B
2,49,,,,,,,,49,8,Vicuna-33B
3,49,,,,,All the characters seem detached from one another.,,,49,8,Vicuna-33B
4,49,I think the characters kind of react like how a human would. ,I do feel for their helplessness. ,The different perspectives were good. ,I wasn't really connected to this piece. ,I think jumping back and forth to the different perspectives of the people was good. ,The writing was monotone. There was a distinct pattern in how it was structured. ,,49,8,Vicuna-33B
6,49,,,,,,,It needs dialogue or SOMETHING. Too much of just explaining and listing of characters in a procedural way.,49,8,Vicuna-33B
7,49,"The story presents a plausible and thought-provoking scenario, exploring the impact of anonymous downvoting on the political landscape.","The characters' internal conflicts and struggles, especially Maria's inner turmoil and Michael's disillusionment, evoke empathy.","While the story tackles an interesting concept, the pacing and engagement are hindered by a somewhat straightforward narrative.","The story successfully provokes a range of emotions, from James's hollow victory to Maria's conflicting feelings and Michael's sense of loss.",The story is narratively complex in its exploration of the characters' internal conflicts and the broader issues within the political system. ,The story demonstrates creativity and an understanding of human emotions suggesting a human author.,,49,8,Vicuna-33B
2,50,,,,,,,,50,14,Llama-2-70B
3,50,,,,,,,,50,14,Llama-2-70B
4,50,"I do think if someone was goi g through this, they would react very strangely.",I do feel for Lily as she has lost her sister and has to deal with her grief.,There was a lot of action happening that I liked.,There was a lot of surprise especially towards the end of the piece.,I think we get to see the progression of Lily���s grief over the course of the piece.,There���s a lot of descriptive factors and the story has a lot of twists and turns.,,50,14,Llama-2-70B
6,50,Lily's and James' interactions felt quite believable!,,,,,,,50,14,Llama-2-70B
7,50,"The story introduces a compelling mystery and emotional struggle within a family, making it relatable. ","The characters, particularly Lily, evoke empathy as they grapple with the loss of a loved one and the mysterious circumstances surrounding her death.","The story is highly engaging, keeping the reader hooked with its mysterious elements and the evolving drama.","The story successfully evokes a range of emotions, from the sadness of Lily's grief to the horror of the supernatural elements introduced.","The narrative complexity is evident in the layering of the mystery surrounding Lily's twin sister's murder, the supernatural elements, and the psychological struggles of the characters. ","The story displays creativity, emotional depth, and a compelling plot suggesting a human author.",,50,14,Llama-2-70B
2,51,,,,,,,,51,5,Llama-2-7B
3,51,,,,,,,,51,5,Llama-2-7B
4,51,"I think for the situation, it���s pretty accurate. I do think there would be a little more fear or confusion though.",I feel for the situation as it���s a scary one to be in.,There���s not much to the storyline.,I wasn���t really connected to this piece.,We don���t really get to know any characters or see the world develop.,I think that the whole piece is just kind of a longer version of the prompt. The writing style is also very monotone.,,51,5,Llama-2-7B
6,51,,,,,,,,51,5,Llama-2-7B
7,51,The story presents a relevant and thought-provoking theme about the exploitation of both humans and robots.,"The story successfully conveys the plight of both humans and robots, making it easier for readers to empathize with their struggles against a common enemy.","The story engages the reader by addressing contemporary issues, sparking interest in the idea of humans and robots uniting against a shared adversary. ","While the story raises awareness about injustice and the fight for rights, it might not evoke strong emotions due to a somewhat generalized and broad approach to the subject.","The narrative is straightforward, lacking intricate plot details or character development.","The story demonstrates creativity in addressing societal issues and the potential for unity between humans and robots. However, the somewhat predictable narrative and lack of detailed exploration might suggest it was written by a Language Model.",,51,5,Llama-2-7B
2,52,,,,,,,,iumun14,9,Human-Advanced
3,52,,,,,,,,iumun14,9,Human-Advanced
4,52,I think the emotions portrayed are characteristic of humans.,"I feel for the main character as they are in a hard position, but they eventually find peace.",I really like the descriptive part towards the end.,"I felt for the main character at first, and then I was happy that they seemed at peace.",We do see a big shift over the course of this piece in both the dog and the main character.,I don���t think the conflict was resolved too easily. There is a lot of stylistic variance in the piece. There are also a lot of descriptive factors.,,iumun14,9,Human-Advanced
6,52,I liked the first sentence a lot. Felt very real and human.,,,,,,,iumun14,9,Human-Advanced
7,52,The story introduces a unique twist to the theme of depression by exploring it in both the protagonist and the service dog.,"The story excels in evoking empathy, as readers can relate to the struggles of both the protagonist and the depressed dog, fostering a deep emotional connection. ","The story is engaging, especially as it progresses and the relationship between the protagonist and Frost develops.","The story successfully provokes a range of emotions, from the initial somber tone of depression to the uplifting moments of improvement and the joyous sprint across the field. ","The narrative is relatively straightforward, focusing on the progression of the protagonist's and Frost's emotional states.",The story demonstrates creativity in its exploration of depression in both humans and animals suggesting a human author.,,iumun14,9,Human-Advanced
2,53,,,,,,,,53,4,Llama-2-7B
3,53,,,,,,,,53,4,Llama-2-7B
4,53,I���m not sure that some of these characters would have truly acted in the way they did.,There���s not really anything to feel empathetic about.,There wasn���t much style in this piece or depth to the characters.,I didn���t really feel connected to this story.,We see some changes in character and different perspectives.,"The names were very telling and too themed towards the prompt. There was also a kind of pattern to the piece overall, it felt very automated.",,53,4,Llama-2-7B
6,53,,I feel like I don't actually know the characters enough to feel empathy for them and their circumstances.,,,,,,53,4,Llama-2-7B
7,53,The story introduces a unique and whimsical twist to the classic idea of wish-granting objects.,"While the story involves characters with varying experiences, the emotional connection to their struggles is somewhat limited. ","The story is engaging, particularly due to the creative and humorous take on wish-granting. ","The story successfully provokes a mix of emotions, from amusement at the absurd wishes to contemplation about the consequences.","The narrative is moderately complex, with multiple characters and their distinct experiences with the Clown's Nose.",The story demonstrates a level of creativity and imaginative storytelling that aligns with human authorship.,,53,4,Llama-2-7B
2,54,,,,,,,,iycjxj2,14,Human-Advanced
3,54,,,,,,,,iycjxj2,14,Human-Advanced
4,54,I think that someone would be afraid if they found this message.,I feel a little for the wife who lost her sister.,"It���s not really fleshed out. But, there are some interesting stylistic parts like the point where he forgets what color his wife���s eyes are.",I didn���t really connect to this piece.,There are some twists woven into this piece.,"I think there are some aspects that could have been human, but the length of the essay makes me wonder if it was AI generated.",,iycjxj2,14,Human-Advanced
6,54,,,,,,,I kind of can't tell what the character is actually experiencing in this story.,iycjxj2,14,Human-Advanced
7,54,"The story introduces a gripping and unexpected revelation, adding an authentic element to the narrative. ","While the story evokes empathy for the protagonist's sudden realization and the mysterious nature of the family history, the emotional depth could be further developed to enhance the reader's connection with the characters.",The story is engaging due to the suspenseful nature of the revelation and the unraveling mystery surrounding the twins.,"The story is highly effective in provoking emotions, especially a sense of shock and realization. ",The narrative complexity is elevated by introducing the concept of twins and the protagonist's evolving understanding of his wife's identity. ,The story exhibits a level of emotional intelligence and creativity that aligns with human authorship. ,,iycjxj2,14,Human-Advanced
2,55,,,,,,I mean there was a whole author's note at the beginning lmao,,55,2,Llama-2-70B
3,55,,,,,,,,55,2,Llama-2-70B
4,55,,I didn���t really connect with any of the characters ,Very monotone,,"There���s not much complexity or depth to the characters so story, it���s overall cliche.","There���s a ���lesson to be learned��� aspect at the end of the piece. Also, the beginning of the story is a little weird as it���s almost a commentary of the author���s thoughts while reading the prompt?",,55,2,Llama-2-70B
6,55,,,,,,,Why is the top portion of text before the story here?,55,2,Llama-2-70B
7,55,"The story introduces an imaginative scenario with a twist on alien-human interaction, adding a unique and unexpected element. ",The story successfully evokes empathy by portraying the humans' perspective and the aliens' realization of their shared desires and dreams. ,The story engages the reader with a creative exploration of how a seemingly oppressive situation turns into a positive outcome.,The story provokes a sense of understanding and positive emotion as the humans and aliens come together to create a better world. ," The narrative is moderately complex, introducing a unique perspective on alien intentions and human reactions.",The story demonstrates a level of creativity and emotional intelligence that aligns with human authorship.,,55,2,Llama-2-70B
2,56,,,,,,,,56,6,Llama-2-13B
3,56,,,,,,,,56,6,Llama-2-13B
4,56,I don���t think a person would be that open to  voice mail online if they thought they were the only human 20 years. ,I feel a little for her situation since it���s been 20 years,,,,���20 years��� is repeated a lot. The storyline is also very basic.,,56,6,Llama-2-13B
6,56,,,The story really should actually give the dialogue of the characters getting to know each other rather than just say they did.,,,,,56,6,Llama-2-13B
7,56,The story creates a highly authentic atmosphere by immersing the reader in a post-apocalyptic world where the protagonist copes with isolation through unconventional means.,The story effectively evokes empathy by delving into the protagonist's long years of solitude and the intense emotions sparked by the unexpected voicemail from Sarah.,"The story maintains engagement by crafting a compelling scenario of isolation, hope, and connection. ","The story successfully provokes emotions, particularly joy and relief, as the protagonist discovers another living soul after two decades of loneliness.","While the story is emotionally rich, it does not delve deeply into complex plot structures or intricate character dynamics. ","The story exhibits a high likelihood of human authorship due to its nuanced exploration of emotions, the unique premise, and the effective creation of an authentic and engaging narrative. ",,56,6,Llama-2-13B
2,57,,,,,,,,57,4,Llama-2-13B
3,57,,,,,,,,57,4,Llama-2-13B
4,57,I would be mad if I ended up getting a clown nose when I wished for a drivers license ,,,,,"There���s a ���lesson to be learned aspect.��� The writing is very monotone, and the story doesn���t really make much sense.",,57,4,Llama-2-13B
6,57,,,,,,,,57,4,Llama-2-13B
7,57,"The story creates a unique and entertaining scenario involving the Clown's Nose, but the concept is fantastical and not grounded in everyday reality. ","While the story is humorous and engaging, it doesn't delve deeply into emotional connections between characters. ","The story is highly engaging, combining elements of mystery, humor, and self-discovery.","he story successfully provokes emotions, primarily humor and amusement.",The story is straightforward and doesn't involve intricate plot twists or complex character dynamics. The strength lies in the entertaining concept of the Clown's Nose and its impact on Jake's life.,"The story exhibits a high likelihood of human authorship due to its creative and humorous narrative, the incorporation of a fantastical element (Clown's Nose), and the effective delivery of a moral lesson. ",,57,4,Llama-2-13B
2,58,,,,,,,,58,3,Llama-2-13B
