book_id,title,archtypes,plotpoints,themes,keywords,timestamp,llm_annotator
28645.txt, Lost in the Future,"['Two astronauts on a mission to explore a newly discovered planet', 'Inhabitants of the explored planet']","['Mankind has developed technology to travel faster than the speed of light', 'Astronauts make the first landing on an inhabited planet of another sun', 'Astronauts realize their communication equipment is malfunctioning', 'Astronauts land and try to interact with the inhabitants', 'Astronauts discover they are experiencing time dilation', 'Astronauts plan to return to the spaceship and try to correct their situation']","['Exploration of space', 'Impact of technology on society', 'Communication barriers', 'Time dilation', 'Feeling of isolation', 'Adapting to new situations']","['Space exploration', 'Time dilation', 'Alien encounter', 'Communication barrier', 'Isolation', 'Technological advancement']",2024-01-19 13:41:45,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59255.txt, Easy Does It,"['Civilized Man', 'Savage Woman', 'Conditional Society', 'Insensitive Father']","['Man Stranded in Wilderness', 'Man Survives in Wilderness', 'Man Returns to Civilization', 'Man Chooses Civilization Over Wilderness']","['Culture Clash', 'Survival', 'Conditioning vs. Freedom', 'Civilization vs. Wilderness', 'Love and Sacrifice']","['Post-apocalyptic', 'Robotics', 'Colonialism', 'Space Exploration', 'Family Dynamics']",2024-01-19 13:42:06,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
40969-8.txt, The Mating of the Moons,"['Disillusioned protagonist seeking meaning and purpose', 'Superficially charming yet hollow tour guide', 'Overbearing and dismissive parental figures', 'Mysterious and ancient Martian hermit']","[""Protagonist's initial disappointment with the commercialization of Mars"", 'Encounter with the old Martian hermit and his cryptic message', ""Parents' attempts to integrate protagonist into superficial social circles"", ""Protagonist's growing obsession with the hermit and his mysterious ways"", ""Confrontation with Don and the old hermit's revelation"", ""Protagonist's eventual transformation and transcendence""]","['The search for meaning and purpose in a shallow and materialistic society', 'The conflict between genuine spiritual fulfillment and superficial social expectations', 'The transformative power of individuality and self-discovery', 'The dangers of conformity and the importance of questioning societal norms']","['transcendence', 'spirituality', 'self-discovery', 'materialism', 'conformity', 'transformation']",2024-01-19 13:42:36,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58639.txt, Welcome Martians,"['reluctant heroes', 'status quo seekers', 'authority figures']","['arrival on a new planet', 'discovery of a seemingly identical society', 'mistaken identity as legendary astronauts', 'attempts to prove their true origin']","['parallel evolution of cultures', 'importance of individual perspective', 'struggle against conformity', 'the nature of reality']","['space exploration', 'identity crisis', 'miscommunication', 'first contact']",2024-01-19 13:42:51,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
7256.txt, The Gift of the Magi,"['Impoverished young couple in love', 'Selfless givers', ""Individuals who prioritize their partner's happiness over their own material well-being""]","['Couple each only have $1.87 to spend on a Christmas present for the other', 'Both sacrifice their most prized possession to buy a present for the other', 'Character A sells their long, beautiful hair to buy a gift for Character B, while Character B sells a valued family heirloom to buy a gift for Character A', ""Each character's sacrifice results in receiving a present that perfectly complements what they have given up""]","['Love and sacrifice', ""Prioritizing others' happiness over your own"", 'The true meaning of gift-giving and Christmas']","['Holiday season', 'Marriage', 'Economic hardship', 'Compassion', 'Generosity']",2024-01-19 13:43:11,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30234.txt, Dead Ringer,"['Reluctant hero', 'Skeptical mentor', 'Manipulative villain', 'Supportive love interest']","['Protagonist discovers evidence of immortal beings disguised as humans', 'Protagonist tries to expose the truth but faces skepticism and rejection', 'Protagonist uncovers the existence of the villain, who is an alien in disguise', 'Protagonist is captured and faces the threat of having his memories erased', 'Protagonist contemplates suicide to avoid being exposed to shock treatment']","['Paranoia', 'Trust', 'Identity', 'Deception', 'Alien invasion']","['Zombies', 'Immortality', 'War trauma', 'Experimentation', 'Suicide']",2024-01-19 13:43:31,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51185.txt, All Jackson's Children,"['Religious robots seeking a supervisor/god figure', 'Two travelers representing opposing viewpoints on religion']","[""Marooned robots develop a religion based on a lost ship's Bible and ID card"", 'The robots worship the travelers as gods, putting them to the test', ""One traveler tries to use the robots' primary compulsion as a means to dissuade them from their religion"", 'The travelers fail to destroy the ship before the time runs out, stranding them on the planet']","[""Man's relationship with technology and religion"", 'The limits of religious faith and reason', 'The power of belief and its impact on society', ""The consequences of manipulating others' beliefs for personal gain""]","['Robots', 'Religion', 'Test', 'God', 'Supervisor', 'Space Travel', 'Manipulation', 'Belief', 'Consequences', 'Marooned']",2024-01-19 13:43:57,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29994.txt, Irresistible Weapon,"['Brilliant but arrogant scientist', 'Powerful and cunning leader', 'Loyal military officer', 'Inept and slow-to-act group of scientists']","['Scientists develop a powerful weapon', 'Scientist betrays his colleagues to a rival faction', 'Rival faction acquires the new weapon', 'Scientist realizes he has been tricked', 'Scientist is executed by the military officer']","['The danger of hubris', 'The consequences of betrayal', 'The importance of loyalty', 'The futility of creating ultimate weapons']","['Space exploration', 'Interplanetary conflict', 'Betrayal', 'Weapon development']",2024-01-19 13:44:16,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32344.txt, Pet Farm,"['A protagonist who undergoes a transformation, becoming more like the native inhabitants of the planet he visits.', 'A supporting character who serves as a mentor and foil to the protagonist.', 'The native inhabitants of the planet, who possess qualities that the protagonist initially finds repulsive but eventually comes to admire.']","[""The protagonist's arrival on a new planet and his initial disgust at its conditions."", ""The protagonist's discovery of the true nature of the planet and its inhabitants, and his gradual transformation as he becomes more like them."", ""The protagonist's decision to remain on the planet rather than return to his former life."", ""The departure of the supporting character, who cannot understand the protagonist's choice.""]","['The transformative power of new experiences and environments.', 'The importance of understanding and accepting others, even if they are different from ourselves.', ""The limitations of one's own perspective and the need to consider alternative viewpoints."", 'The value of individual choice and self-determination.']","['transformation', 'acceptance', 'perspective', 'choice', 'alien planet', 'moths', 'reclamations', 'teammates']",2024-01-19 13:44:52,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59297.txt, Your Time is Up,"['Career-oriented protagonist', 'Skeptical friend/colleague', 'Historical technician from the future', 'Powerful antagonist']","['Colonel receives mysterious call from the future', 'Colonel learns about the impending Final War from Zon', 'Colonel uses knowledge from Zon to plan for survival', ""Colonel discovers the true identity of Zon's historical figure""]","['Time travel and its consequences', 'Survival and sacrifice', 'Truth vs. deception', 'Power and corruption']","['Military', 'Future', 'War', 'Telepathy', 'History']",2024-01-19 13:45:11,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32436.txt, Duel on Syrtis,"['Big game hunter', 'Martian warrior', 'Trader']","['Human wants to hunt Martian as a trophy', 'Martian learns of plan and prepares defenses', 'Human and Martian engage in a series of battles and chases', 'Human captures Martian and plans to bring him back as a trophy', 'Martian escapes and returns to human settlement', 'Martian convinces other Martians to resist human oppression', 'Human is left to suffer in the wilderness']","['Man vs Nature', 'Colonialism and oppression', 'Survival and resilience', 'Deception and trickery', 'Hunting and trophy culture', 'The value of freedom and self-determination']","['science fiction', 'action', 'adventure', 'alien', 'martian', 'hunting', 'survival', 'oppression', 'colonialism', 'empowerment', 'freedom', 'courage', 'cleverness', 'wilderness']",2024-01-19 13:45:43,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
19102.txt, Dearest,"['The wise old man', 'The innocent child', 'The villain', 'The helper']","[""The old man's encounter with the 'invisible playmate'"", ""The revelation of the old man's'schizophrenic' tendencies"", ""The conflict between the old man and his nephew and his nephew's wife"", 'The violent resolution of the conflict']","['The value of innocence and wisdom', 'The danger of envy and greed', 'The power of love and compassion', 'The triumph of good over evil']","['Spiritualism', 'Paranoia', 'Betrayal', 'Redemption']",2024-01-19 13:46:06,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
28644.txt, Beyond the Door,"['The unsuspecting husband who buys an unusual gift for his wife', 'The wife who appreciates the sentimental value of the gift', 'The cuckoo clock that serves as a symbol of their relationship']","['The husband buys a cuckoo clock for his wife, which turns out to be a unique antique', 'The wife forms a bond with the cuckoo clock, talking to it and waiting for it to come out', 'The cuckoo clock becomes a source of tension between the couple, with the husband disliking it and the wife loving it', 'The wife leaves the husband and takes the cuckoo clock with her', 'The husband struggles to wind the cuckoo clock and eventually grows to resent it']","['The significance of gifts and their emotional value', 'The importance of communication and understanding between partners', 'The potential for objects to become symbols of relationships and emotions', 'The impact of technology on personal relationships']","['Philip K. Dick', 'science fiction', 'domestic drama', 'emotion', 'marriage', 'relationships', 'objects', 'technology', 'sentimentality']",2024-01-19 13:46:29,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
28650.txt, Year of the Big Thaw,"[""Farming father who takes in a stranger's child"", 'Dying alien father', 'Curious and adventurous adolescent son']","['Alien spaceship crashes near a farm during a flood', 'Farmer rescues a baby from the wreckage', 'Farmer raises the baby as his own', 'Adolescent son discovers his alien heritage', 'Farmer passes away, leaving son to ponder his true identity']","['Unexpected parenthood', 'Love and acceptance', 'Discovery of self', 'Keeping secrets within the family']","['Aliens', 'Space travel', 'Family', 'Secrets', 'Connecticut', 'Farming', 'Water disasters']",2024-01-19 13:46:49,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
27588.txt, The Jupiter Weapon,"['android with false memories of a human childhood and family', 'woman who falls in love with an android without realizing it', 'man who fears an android he believes to be his son', 'androids created to look and act like humans', 'androids conditioned to obey certain commands or desires', 'androids with enhanced physical abilities']","['woman goes to Ganymede to retrieve important documents from a hidden lab', 'woman meets a man who tells her he was born on Jupiter and his father is the inventor of the surgiscope', 'woman discovers man is extremely strong and seemingly immune to injury', ""woman finds out man is actually an android who was created by her employer's former partner"", 'woman returns to Earth with android and gives her employer the important documents', 'android becomes aware of his true nature and origins', ""android discovers he was conditioned to kill a man he believed to be his father's enemy"", 'android confronts and kills the man, fulfilling his conditioning', 'android discovers he can love and be loved by the woman', 'woman and android live happily together']","['humanity vs technology', 'love conquering all obstacles', 'identity and self-discovery', 'family ties and legacies', 'fear of the unknown', 'power and control', 'deception and manipulation']","['android', 'artificial intelligence', 'Ganymede', 'Jupiter', 'surgiscope', 'conditioning', 'family', 'power', 'control', 'manipulation', 'discovery']",2024-01-19 13:47:27,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23960-8.txt, ...After a Few Words...,"['Loyal knight', 'Brave king', 'Feuding nobles', 'Skilled warriors', 'Resourceful commanders']","['March towards Jerusalem', 'Encounter with Saracen forces', 'Defense of the rear guard', 'Breaking ranks to counterattack', 'Rallying to defend the king', 'Earning recognition and reward']","['Loyalty and fealty', 'Courage in adversity', 'Military strategy', 'Overcoming internal strife', 'Redemption and forgiveness', 'Triumph over overwhelming odds']","['Medieval warfare', 'Crusades', 'Chivalry', 'Knighthood', 'Desert combat', 'Leadership']",2024-01-19 13:47:45,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
761.txt, A. V. Laider,"['The Weak Man', 'The Strong Imagination', 'The Shy Man']","['A man invents a story to entertain his new acquaintance', 'The man tells the story to the acquaintance', 'The man reveals the truth about the story to the acquaintance', 'The man warns the acquaintance to avoid him until he is stronger', 'The man meets the acquaintance again, and sees that he is still weak']","['Weakness of Will', 'Strength of Imagination', 'Honesty and Deception', 'Self-awareness and Self-deception', 'Isolation and Companionship']","['convalescence', 'coincidence', 'free will', 'fate', 'influence', 'intention', 'justification', 'memory', 'narrative', 'pretense', 'responsibility', 'trust']",2024-01-19 13:48:16,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59693.txt, The Old Goat,"['The Old Goat: A grumpy, stubborn, and eccentric professor who is also a brilliant scientist', 'The Observer: A young, enthusiastic helper who admires and supports the professor']","['A group of top scientists gather to witness a preview experiment on matter transmission of a live animal', 'Despite initial doubts, the professor proves matter transmission works using inanimate objects', 'The professor sends a live goat as the first animate object through the matter transmitter', 'The professor accidentally falls into the matter transmitter himself while demonstrating the process']","['The clash between traditional scientific skepticism and innovative thinking', ""The rejection of the idea that there is a'soul' or 'life force' separate from the physical body"", 'The potential of technology to revolutionize transportation and communication']","['science fiction', 'matter transmission', 'teleportation', 'experiment', 'professor', 'skepticism', 'innovation', 'animal testing']",2024-01-19 13:48:36,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
867-0.txt, Mrs. Korner Sins Her Mercies,"['Traditional gender roles and expectations', 'Person who tries to live up to idealized version of self', 'Person who challenges societal norms and expectations']","[""Man tries to conform to wife's traditional gender expectations"", 'Man gets drunk to prove a point', 'Man admits to faking drunkenness', 'Wife apologizes for her behavior and expectations']","['Challenging traditional gender roles and expectations', 'Hypocrisy of societal norms and expectations', 'Authenticity and vulnerability in relationships']","['Marriage', 'Gender', 'Conformity', 'Alcohol', 'Communication']",2024-01-19 13:48:58,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23301.txt, Each Man Kills,"['The naive and innocent protagonist who is manipulated by more cunning characters', 'The charming antagonist who uses their charisma to deceive others', 'The loyal friend who will stop at nothing to protect the ones they care about']","['The protagonist falls in love with the deuteragonist, who goes on a trip to Europe', ""The protagonist becomes worried when they don't hear from the deuteragonist and decides to follow them to Europe"", ""The protagonist discovers the deuteragonist's plans to marry a stranger named Tod Hunter"", 'The protagonist tries to convince the deuteragonist not to marry Tod, but fails', ""The protagonist returns to the deuteragonist's side to find that they have both died"", ""The protagonist learns the truth behind Tod's past and realizes they cannot escape their own fate"", 'The protagonist seeks the help of a priest to put the deuteragonist and Tod to rest']","['The struggle between good and evil', 'The danger of making decisions based on appearances alone', ""The importance of facing the consequences of one's actions"", 'The power of love and loyalty', 'The inevitability of fate']","['Vampire', 'Romance', 'Betrayal', 'Deception', 'Love triangle', 'Manipulation', 'Protection', 'Fate', 'Destiny', 'Europe', 'Mysticism']",2024-01-19 13:49:37,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58980.txt, A Witch in Time,"['Naive and innocent young woman accused of witchcraft', 'Time traveling historian who falls in love with the young woman', 'Ruthless inspector from the Time Inspection Corps']","['Historian travels back in time to observe 17th century New England', 'Historian saves young woman from being hanged for witchcraft', 'Couple goes on a centuries-long honeymoon while evading Time Inspection Corps', 'Time traveling inspector tracks down and apprehends the couple']","['Love conquers all obstacles', 'Time travel has unexpected consequences', 'One must accept responsibility for their actions', 'The past cannot be changed without consequences']","['time travel', 'witchcraft', 'love', 'history', 'time meddling', 'consequences', 'justice', 'guilt', 'innocence', 'obsession']",2024-01-19 13:50:01,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
41562.txt, The Hanging Stranger,"['practical man', 'authority figure', 'mob mentality']","['man sees unusual occurrence and tries to correct it', 'discovery of a mysterious hanging body', 'main character realizes the body has been there for a while without anyone noticing', 'main character becomes hysterical and runs away from the crowd', 'main character observes strange happenings around the town', 'main character discovers the source of the strange occurrences', 'main character tries to warn others but is met with resistance']","['importance of individual action', 'mind control', 'blind obedience to authority', 'the power of the mob', 'ignorance is bliss']","['science fiction', 'horror', 'dystopia', 'paranoia', 'suspense']",2024-01-19 13:50:24,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
1993.txt,Told After Supper,"['faithful ghost', 'sinful man', 'haunted miller', 'faithful servant', 'mysterious figure']","[""faithful ghost protects his lover's grave"", 'sinful man kills a Christmas wait with a lump of coal', 'haunted miller kills solo cornet player', 'ghost of haunted miller reveals location of treasure', 'mysterious figure assists protagonist in solving mystery']","['faithfulness', 'sin and redemption', 'haunting', 'protectiveness', 'mystery']","['ghosts', 'Christmas Eve', 'love', 'betrayal', 'revenge', 'treasure', 'miller', 'mystery', 'protection']",2024-01-19 13:51:04,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23197-8.txt, Subversive,"['subversive young man', 'mid-aged husband resistant to change', 'corporate executive', 'government agent']","['young man sells soap at a lower price than usual, causing the mid-aged husband to question the system', 'mid-aged husband learns about the lack of difference between soaps and the high cost of advertising and distribution', 'mid-aged husband signs up for the soap delivery service and tells his friends about it', 'government agent becomes involved after hearing about the new business model', 'young man and his associates are arrested by the government agent', 'young man explains the faults of the current economic system and the potential benefits of the new business model', 'government agent struggles to decide how to handle the situation']","['questioning the status quo', 'the impact of advertising and distribution on product pricing', 'the inefficiency of the current economic system', 'the power of government intervention', 'the importance of considering alternative viewpoints']","['subversion', 'capitalism', 'pricing', 'advertising', 'distribution', 'government regulation', 'economic theory']",2024-01-19 13:51:41,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30199.txt, McIlvaine's Star,"['eccentric old man', 'group of skeptical friends', 'young naive protagonist', 'amateur inventor', 'astronomer', 'imaginative dreamer']","['man discovers a new star', 'star appears to be approaching Earth', 'communication attempts with star inhabitants', 'star inhabitants announce plan for war', 'unexpected disappearance of characters', 'young man inherits properties of the old man', ""young man's difficulty in adapting to modern society"", ""young man's longing for acceptance"", ""references to past events that the young man can't recall""]","['loneliness', 'alienation', 'interconnectedness', 'the power of belief', 'the influence of technology', 'the desire for immortality', 'the impact of aging', 'the struggle for understanding', 'the human condition']","['communication', 'disappearance', 'isolation', 'memory', 'rejuvenation', 'space exploration', 'transformation', 'trust', 'youth']",2024-01-19 13:52:12,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
31287.txt, Turnover Point,"['disillusioned and washed-up space pilot', 'hardened criminal with predatory instincts', 'unassuming old man who turns out to be resourceful']","[""Pop Ganlon takes on a dangerous passenger for money, as he's lost his motivation to follow the rules after losing his son"", 'Passenger Kane turns out to be a ruthless killer who murdered a patrol officer, which puts Pop in danger', 'Pop realizes that Kane murdered his own son and decides to take action, despite his age and lack of resources', 'Pop uses his knowledge of spaceship mechanics to trick Kane and set him on an irreversible course away from civilization', 'Kane slowly loses his grip on reality as he realizes his predicament, while Pop finds a measure of peace in fulfilling his mission']","['The power of redemption even in the face of loss and tragedy', 'The impact of personal relationships on moral choices', ""The importance of staying true to one's values and principles"", 'The dangers of greed and disregard for human life', 'The vastness and isolation of space as a metaphor for inner turmoil and self-reflection']","['space travel', 'redemption', 'loss', 'moral choices', 'isolation', 'predators', 'human nature']",2024-01-19 13:52:39,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58659-8.txt, Resurrection Seven,"['reluctant hero', 'charismatic leader', 'masses', 'hidden enemies', 'idealistic youth']","['two centuries of suspended animation', ""discovery of the ship's true condition"", 'warning of the impending disaster', 'ascension to the throne', 'rebellion and violence', 'regaining control of the ship', 'setting a new course']","['leadership', 'loyalty', 'deception', 'survival', 'progress', 'intergenerational relationships']","['space travel', 'generational ship', 'monarchy', 'rebellion', 'asleep for centuries', 'conspiracy', 'legacy', 'future of humanity']",2024-01-19 13:53:00,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
50876.txt, Earthbound,"['A deepspace explorer who has been to many planets and wants to return to space, despite having to come back to Earth for work', 'An old man who has spent his life working on space boots, dreams of leaving Earth to explore the cosmos but is unable to do so due to health issues']","['The deepspace explorer meets the old bootmaker outside after an event where he feels out of place amongst the Earth-bound crowd', 'The old bootmaker shares his lifelong desire to travel to the stars, but has never been able to pass the required medical tests to leave Earth', 'The deepspace explorer offers the old man a chance to join him on his next journey to the stars, but he declines due to his responsibilities to make space boots']","['The contrast between those who have explored space and those who have not', 'The tension between wanting to explore and the limitations that prevent us from doing so', ""The importance of following one's dreams, even if it seems impossible""]","['Space exploration', 'Dreams', 'Health', 'Responsibility', 'Yearning']",2024-01-19 13:53:21,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
1415.txt, Doctor Marigold,['Cheap Jack: a traveling salesperson who uses dramatic speech and humor to sell goods; Father-daughter relationship; Transformation of a stranger into a loved one; Resilience of a young deaf-mute girl; Selflessness of a loving father; Devotion of a daughter; Idealization of a parent; Separation and reunion; Love triangle; Betrayal; Jealousy; Class differences; Social status; Education; Traveling lifestyle; Entrepreneurship; Humility; Gratitude; Generosity; Empathy; Redemption'],"['A Cheap Jack (Doctor Marigold) adopts a deaf-mute girl (Sophy) and teaches her basic literacy skills using milestones, alphabets, and books.', 'Doctor Marigold takes Sophy to a specialized school to further her education.', 'Sophy falls in love with a young man from her past, causing potential conflict with her adoptive father.', ""Doctor Marigold learns about Sophy's feelings for the young man and decides to help her."", 'Doctor Marigold confronts the young man and finds out about his intentions, leading to a surprising revelation.', ""Doctor Marigold sets up a plan to ensure Sophy's happiness and fulfillment."", 'Sophy gets married and starts a new life with her husband, leaving Doctor Marigold alone in the cart once again.', 'Years later, Sophy sends news of her marriage and the arrival of her first child, whom she fears might also be deaf-mute.', 'After several years, Sophy and her husband return to Doctor Marigold, and the family is finally reunited.', 'The story concludes with the themes of empathy, resilience, and redemption.']","['Empathy: the ability to understand and share the feelings of others.', 'Resilience: the capacity to recover quickly from difficulties.', 'Redemption: the act of making up for a mistake or wrongdoing.', ""Adoption: the process of legally becoming the parent or guardian of someone else's child."", 'Love: a strong affection or attachment.', 'Sacrifice: giving up something valuable for the sake of something else.', 'Generosity: the quality of being kind, understanding, and unselfish.', 'Gratitude: the quality of being thankful.', 'Entrepreneurship: the ability to create, organize, and manage a business venture.', 'Traveling lifestyle: a nomadic existence characterized by constant movement and change.', 'Education: the process of receiving or giving systematic instruction, typically at a school or university.', 'Class differences: the distinction between different levels of social rank or prestige.', 'Social status: the position or rank of an individual or group in relation to others.', 'Betrayal: the act of breaking faith with someone; being disloyal.']","['Cheap Jack', 'Doctor Marigold', 'deaf-mute', 'adoption', 'love', 'sacrifice', 'generosity', 'gratitude', 'entrepreneurship', 'education', 'class differences', 'social status', 'betrayal', 'resilience', 'redemption', 'family', 'traveling lifestyle', 'literacy', 'communication', 'separation', 'reunion', 'marriage', 'parent-child bond', 'devotion', 'idealization', 'jealousy', 'empathy']",2024-01-19 13:55:14,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51361.txt, Birds of a Feather,"['Confidence Man', 'Zoo Owner', 'Alien Creatures']","['Recruiting Aliens for an Interstellar Zoo', 'Signing Up Aliens at Half Pay', 'Faking Suicide to Get a Job', 'Attempted Extortion of Employer']","['Deception', 'Exploitation', 'Alienation', 'Identity']","['Alien', 'Zoo', 'Recruiting', 'Job', 'Contract', 'Pay', 'Extortion', 'Identity', 'Confidence Trick', 'Employment', 'Specimen', 'Exhibitionist Urge', 'World Politics', 'Travel', 'Hiring', 'Work', 'Show Business', 'Dietary Problems', 'Brains', 'Planets', 'Immigration Authorities', 'Negotiations', 'Union Leader', 'Blackmail', 'Partnership', 'Management', 'Successor', 'Swindling', 'Headquarters', 'Scam', 'Intelligence', 'Raising Wages', 'Exhibitors', 'Space Travel', 'Interstellar Zoo', 'Competence', 'Consequence', 'Homegrown Earthman', 'Outworld Beings', 'Routine Suicide', 'Legal Document', 'Fertilized Ovum', 'Viability', 'Dietary Adaptation', 'Infant Life Form', 'Fraudulent Documents', 'Fake Death', 'Starcombing', 'Alien Exhibit', 'Hyperspace', 'Diet', 'Police', 'Feud', 'Staff Members', 'Hiring Process', 'Human Resources', 'Recruitment Process', 'Alien Origin', 'Fictitious Identity', 'Alien Specimen', 'Official Duty', 'Employee Negotiations', 'Personnel Management', 'Business Operations', 'Salary Increase', 'Collective Bargaining', 'Labor Union', 'Employee Rights', 'Strike Action', 'Compromise Agreement', 'Profit Sharing', 'Company Ownership', 'Corruption', 'Double-Cross', 'Self-Promotion', 'Capital Investment', 'Entertainment Industry', 'Visitor Attractions', 'Employee Satisfaction', 'Union Organizing', 'Employment Contract', 'Organizational Structure', 'Business Model', 'Power Dynamics', 'Employee Motivation', 'Leadership Skills', 'Negotiation Tactics', 'Pressure Tactics', 'Employee Protection', 'Workplace Environment', 'Competition', 'Survival Instinct', 'Personal Ambition', 'Work Ethic', 'Individuality', 'Teamwork', 'Collaboration', 'Loyalty', 'Betrayal', 'Conspiracy', 'Manipulation', 'Authority Figure', 'Job Security', 'Financial Interests', 'Entrepreneurship', 'Succession Planning', 'Criminal Activity', 'Illegal Immigration', 'Cultural Exchange', 'Human Evolution', 'Adaptation', 'Survival of the Fittest', 'Mutual Understanding', 'Peaceful Coexistence', 'Human Relationships', 'Social Interactions', 'Professional Development', 'Personal Growth', 'Career Advancement', 'Equal Opportunity', 'Diversity and Inclusion', 'Organizational Culture', 'Employee Engagement', 'Employee Benefits', 'Employee Performance', 'Employee Contribution', 'Employee Experience', 'Organizational Values', 'Employee Commitment', 'Employee Loyalty', 'Employee Trust', 'Employee Recognition', 'Employee Retention', 'Organizational Success', 'Workplace Harmony', 'Workplace Dignity', 'Workplace Respect', 'Workplace Integrity', 'Workplace Fairness', 'Workplace Justice']",2024-01-19 13:56:54,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
35770-0.txt, The Hero,"['hero', 'mentor', 'threshold guardian', 'trickster', 'damsel in distress']","['landing on new planet', ""transformation of ship's interior"", 'liberation of furniture and discovery of fruit', 'creation of joy juicer', 'discovery of psychological texts', ""doctor's research on Engrahamites"", ""crew's boredom and dissatisfaction"", 'fraternization with natives allowed', 'courtship and seduction of Catataphinaria', 'revelation of true nature of Catataphinaria and the Engrahamites', 'departure from Engraham']","['transformation', 'discovery', 'knowledge vs ignorance', 'power dynamics', 'cultural misunderstandings', 'masculinity and sexuality']","['science fiction', 'exploration', 'humor', 'romance', 'interplanetary relations', 'technology', 'courage', 'intelligence', 'gender roles']",2024-01-19 13:57:20,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59259.txt, The Outer Quiet,"['Archetypal Characters: Trapped and Oppressed People, Rebellious Leader, Ruthless Oppressors', 'Character Arcs: Transformation of Main Characters from Hopelessness to Defiance, Growth and Unity of Group']","['Establishment of Oppressive Regime and Its Effects, Gradual Realization of Hope and Agency by the Oppressed, Acts of Defiance and Resistance, Formation of Community and Preparation for Future']","['Resilience and Adaptation, Power and Control, Fear and Courage, Survival and Reclamation, Unity and Collectivism']","['science fiction, dystopia, resistance, survival, isolation, oppression, rebellion, community, post-apocalyptic, resilience']",2024-01-19 13:57:39,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
24517.txt, Accidental Death,"['Arrogant and ambitious astronauts', 'Humble and competent ground crew', 'Cocky and cunning alien beings']","['Astronauts embark on a voyage to explore nearby stars', 'They discover an inhabited planet and interact with the inhabitants', 'A series of accidents occur causing loss of life and ultimately leading to the destruction of the spacecraft', 'A lone survivor struggles to survive in a harsh environment']","['Overconfidence and arrogance leads to downfall', 'Ignorance of unknown factors can lead to disaster', 'Survival requires adaptability and resilience']","['space exploration', 'alien encounter', 'accidents', 'survival', 'arrogance', 'ignorance', 'adaptability']",2024-01-19 13:57:58,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51101-8.txt, Nice Girl With 5 Husbands,"['Artist struggling with jealousy and creative block', 'Non-conformist woman with multiple husbands', 'Close-knit group living in apparent harmony']","['Man meets woman with unusual lifestyle', ""Man is intrigued by woman's unconventional beliefs and relationships"", ""Man discovers woman's group has advanced technology and knowledge"", ""Man feels increasingly out of place in woman's world"", 'Man returns to his own world, forever changed']","['Monogamy vs polygamy', 'Individualism vs community', 'Perception of reality', 'Belonging and acceptance', 'Exploration of future society']","['Time travel', 'Advanced technology', 'Alternative lifestyles', 'Red desert', 'Vacation fellowship']",2024-01-19 13:58:22,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
