book_id,title,archtypes,plot_points,themes,key_words,timestamp,llm_annotator
396.txt," The Lady, or the Tiger?","['semi-barbaric king with enlightened ideals', 'accused subject who must choose fate', 'powerful and cunning princess', 'brave and handsome lover', 'potential brides and husbands']","[""King's unique system of justice in the arena"", ""Princess's lover is put on trial"", 'Accused must choose between two doors, one with a tiger and one with a lady', 'Princess discovers the identity of the lady behind the door', ""Princess guides her lover's choice through subtle gestures""]","['Justice vs. mercy', 'Love vs. jealousy', 'Power and manipulation', 'Fate and free will', 'Public spectacle and judgment']","['Semi-barbaric', 'Arena', 'Tiger', 'Lady', 'Princess', 'Lovers', 'Justice', 'Fate', 'Choices']",2024-01-19 02:55:14,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30123-8.txt, Romans -- Volume 3: Micromegas,"['The archetype of the curious and adventurous protagonist who seeks knowledge and understanding of the world beyond his own. (Micromegas)', 'The archetype of the skeptical and critical thinker who challenges established beliefs and encourages questioning and exploration. (The Saturnian)']","['The arrival of Micromegas and the Saturnian on Earth and their attempt to understand the inhabitants of the planet.', 'The realization by Micromegas and the Saturnian that humans have complex thoughts, emotions, and social structures despite their tiny size.']","[""The theme of perspective and the limitations of perception based on one's own experiences and understanding."", 'The theme of the importance of humility and open-mindedness in seeking knowledge and understanding.']","['Philosophy', 'Science fiction', 'Humanity', 'Perception', 'Knowledge', 'Humility']",2024-01-19 02:55:46,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30086-8.txt, Has Anyone Here Seen Kelly?,"[""Story features a protagonist, Kelly, who is the lone human in a group of alien beings called 'the Crew'. They are a collective consciousness that shares a single body. Kelly serves as the engineer for the spaceship they are traveling on."", ""Kelly's role as an outsider creates tension and conflict within the Crew, as he often disagrees with their decisions and methods."", 'The Crew is portrayed as a single organism, with a collective consciousness and shared senses. This challenges traditional notions of individuality and selfhood.']","['Protagonist Kelly becomes concerned that the Crew is becoming complacent and neglectful in their duties to maintain the spaceship, so he decides to sabotage the ship to force them to address the issue.', ""Kelly's plan to sabotage the ship goes awry, resulting in the deaths of all the members of the Crew except for himself."", 'Kelly is left alone on a desolate planet with no hope of rescue, facing the consequences of his actions.', 'As Kelly explores the planet, he realizes that he may have destroyed the only chance for life in this barren world.', 'Kelly has a moment of despair, but ultimately finds solace in the possibility that he may not be truly alone in the universe.']","['The story explores themes of isolation, responsibility, and the power of collective consciousness versus individual agency.', ""The destructive potential of technology is also a theme, as Kelly's attempt to fix the Crew's negligence results in tragedy."", 'The story raises questions about the nature of consciousness and identity, as the Crew is depicted as a single entity with multiple appendages and senses.', 'Ultimately, the story suggests that even in the bleakest circumstances, there is still hope and the possibility for connection.']","['isolation', 'responsibility', 'technology', 'consciousness', 'collective', 'despair', 'hope']",2024-01-19 03:00:37,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32764.txt, Manners of the Age,"['Individualistic protagonist who has grown accustomed to having everything his way, but has never had to deal with other humans on a personal level.', ""Protagonist's love interest, who has a different perspective on life, and challenges the protagonist's worldview."", ""Various robots and automated systems that serve the needs of the humans, but can also create conflict when their programming doesn't align with human desires.""]","['Protagonist lives alone in a large house with robots and automated systems, but becomes lonely and decides to seek companionship through television.', 'Protagonist meets Marcia-Joan through television, and they decide to meet in person, leading to a clash of lifestyles and values.', ""Protagonist tries to adapt to Marcia-Joan's lifestyle, but struggles due to their ingrained habits and expectations."", ""Marcia-Joan and protagonist eventually find common ground and learn to appreciate each other's differences, resulting in a deeper understanding and connection.""]","[""Individualism vs. community: the tension between the protagonist's desire for autonomy and Marcia-Joan's preference for togetherness."", ""Adaptability and growth: the importance of being open to new experiences and perspectives, even when it requires stepping out of one's comfort zone."", 'The role of technology in society: how it can either facilitate or hinder human relationships and connections.']","['relationships', 'individualism', 'technology', 'perspective', 'growth', 'compromise', 'communication', 'conflict', 'adaptation']",2024-01-19 03:02:34,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
50877.txt, Education of a Martian,"['Headstrong daughter vs. overbearing father', 'Naive idealism vs. harsh reality', 'Interplanetary marriage', 'Cultural pride vs. cultural ignorance']","['Daughter falls in love with a Martian during her first visit to Mars', 'Daughter decides to return to Mars to marry her Martian boyfriend', 'Daughter faces opposition from her father due to societal norms and prejudices', 'Daughter and Martian boyfriend get married despite the challenges', 'Daughter discovers the darker side of her husband post-marriage']","['Love knows no boundaries', 'Prejudice towards interplanetary relationships', 'Adapting to different cultures and backgrounds', 'Ignorance vs. knowledge', 'Embracing diversity', 'Power dynamics in relationships']","['science fiction', 'romance', 'interplanetary', 'culture clash', 'love', 'prejudice', 'marriage']",2024-01-19 03:03:01,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
36258.txt, The Beautiful People,"['Misfit protagonist', 'Beauty-obsessed society', 'Authority figures']","['Protagonist refuses Transformation', 'Pressure from society to conform', 'Legislation forcing Transformation', 'Consequences of the Transformation process']","['Individuality vs Conformity', 'Identity', 'Societal expectations', 'Beauty standards']","['Beauty', 'Transformation', 'Conformity', 'Society', 'Individuality', 'Pressure', 'Refusal', 'Legislation', 'Process']",2024-01-19 03:03:49,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
28933.txt, One Out of Ten,"['Quiz show host', 'Contestant with extraordinary abilities', 'Aliens living among humans']","['Quiz show host interviews contestant who claims to be from Mars', 'Contestant correctly answers all questions using telepathy', ""Host discovers contestant's telepathic abilities after the show"", 'Contestant reveals the existence of other aliens on Earth']","['Appearance vs reality', 'Hidden knowledge', 'Discovery', 'Alien invasion']","['Science fiction', 'Humor', 'Quiz shows', 'Aliens', 'Telepathy']",2024-01-19 03:04:06,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58725-8.txt, Quickie,"['An adventurous protagonist who frequently changes partners and enjoys the thrill of new relationships, a concept that challenges societal norms.', 'Various romantic interests met by the protagonist throughout the story, each with distinct personalities and backgrounds.']","[""Protagonist's pursuit of a new relationship and evasion from authorities due to his unconventional lifestyle."", ""Protagonist's encounter with a counselor, who explains the concept of multiple marriages and its benefits."", ""Protagonist's selection of a partner based on specific criteria and initial interactions with her."", ""Protagonist's discovery of a unique aspect of his chosen partner, causing tension and misunderstanding."", ""Protagonist's struggle to navigate societal expectations and his desire for freedom and adventure.""]","['Multiple marriages and its implications on society and individuals', 'Freedom and individuality versus societal norms and expectations', 'Adventure and excitement in human relationships', 'Trust and understanding between partners', 'Misfit characters and their role in challenging societal conventions', 'The importance of self-expression and exploration']","['multiple marriages', 'freedom', 'adventure', 'relationships', 'social norms', 'misfits']",2024-01-19 03:05:14,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
9240-0.txt, The Man of Adamant,"['Story focuses on a solitary and intolerant protagonist, Richard Digby, who seeks to isolate himself from society in order to preserve his own perceived purity.', 'Introduces a contrasting character, Mary Goffe, who embodies compassion, love, and selflessness.']","['Protagonist Digby secludes himself in a forest, believing it to be a necessary step towards achieving salvation.', ""Digby's former follower, Mary Goffe, embarks on a quest to find Digby, learning of his ill health and aiming to restore him to good health."", 'Mary finds Digby in a cave, attempting to heal him with a potion, which he refuses, ultimately leading to his demise.', 'Legend persists of a stony figure residing in the cave, causing fear among local inhabitants, for generations afterward.']","[""The danger of isolationism and extreme self-righteousness is explored, revealing the negative consequences of Digby's actions."", 'Emphasizes the importance of love, compassion, and connection with others through the actions of Mary Goffe.', 'Illustrates the potential for misguided beliefs to have dire consequences, ultimately resulting in tragedy.', ""Conveys the transformative power of kindness and acceptance, shown by Mary's impact on Digby and others."", 'Explores the tension between individual desires and societal needs, emphasizing the importance of balance.']","['Isolation', 'Self-righteousness', 'Love', 'Compassion', 'Transformation', 'Tragedy', 'Extremism', 'Connection', 'Societal impact']",2024-01-19 03:05:47,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58967.txt, The Procurator of Judea,"['Patrician turned philosopher turned voluptuary turned exile turned recluse', 'Powerful magistrate', 'Group of fanatic Jews', 'Slaves']","['Exile due to false accusations of adultery', 'Travel throughout Eastern Roman Empire', 'Return to Rome after exile', 'Wandering in philosophical contemplation', 'Reunion with old friend after many years', 'Discussion of past experiences']","['Corruption in Rome', 'Dissatisfaction with societal norms', 'False accusations and innocence', 'Value of wisdom and philosophy', 'Friendship and loyalty', 'Impact of exile and return']","['Roman Empire', 'Adultery', 'Exile', 'Philosophy', 'Friendship', 'Travel', 'Voluptuary']",2024-01-19 03:06:10,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30371.txt, Service with a Smile,"['Gentleman robot with a servile nature', 'Four independent human women stranded on a planet', 'Man who arrives late in the story']","['Robot serves group of women after their male crewmates die', 'Women discuss possibility of creating a man with the help of the robot', 'A spaceship crashes carrying a lone survivor', 'Women consider dividing the man among themselves', 'Decision is made to share the man through polygamy']","['Adaptation to difficult circumstances', 'Resourcefulness and ingenuity', 'Dependence and independence', 'Cooperation and sharing']","['Robot', 'Space exploration', 'Survival', 'Colony', 'Women', 'Polygamy', 'Service']",2024-01-19 03:08:50,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
27631.txt, Dead World,"['A group of misfits who band together to fight for their own survival and freedom.', 'A powerful organization that seeks to maintain control and stability at all costs.', 'A charismatic leader who inspires loyalty and devotion among his followers.']","['A group of refugees from a dead planet seek to rebuild their home and restore it to its former glory.', 'These refugees discover a powerful technology that could help them achieve their goal, but it is forbidden by the ruling authorities.', 'The refugees and their allies must fight against overwhelming odds to protect their dream and their very existence.', 'In the end, they succeed in their quest, but at great cost.']","['The struggle for freedom and self-determination in the face of oppressive authority.', 'The power of unity and cooperation among a diverse group of individuals.', 'The importance of taking risks and challenging conventional wisdom in order to achieve great things.', 'The sacrifices that must be made in pursuit of a worthy goal.']","['science fiction', 'action', 'adventure', 'space exploration', 'ionic power', 'refugees', 'rebellion', 'leadership', 'teamwork', 'perseverance']",2024-01-19 03:10:24,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59304.txt, Bright Islands,"['Telepath - Miryam, young woman with high psi rating, hiding her abilities in a Ghetto', 'Geneticist - Geno-Sar, leader of Genetics Center, obsessed with finding the source of psi abilities', 'Young Doctor - part of Genetics Center team, communicates with political elite, specialized but open-minded']","['Miryam is captured by Geno-service agents and taken to Genetics Center for testing', 'Miryam is pregnant with a child conceived through artificial insemination by a highly rated donor', ""Geno-Sar and Young Doctor discuss the progress of the pregnancy and their expectations for the child's abilities"", 'Miryam decides to take a pill that will abort the baby and end the experiment', 'Young Doctor finds out about the abortion and makes a connection between psi abilities and the behavior of scientists']","['The potential of genetic engineering to manipulate and control individuals', 'The discovery and use of psi abilities for personal gain', 'The impact of scientific progress on society and the individual', 'The conflict between scientific specialization and collaboration', 'The power dynamics between different branches of science and the government']","['genetics', 'telepathy', 'control', 'manipulation', 'scientific progress', 'power dynamics', 'society', 'individual', 'ethics']",2024-01-19 03:10:54,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
22897-8.txt, The Ideal,"['Genius inventor', 'Impulsive young man', 'Pragmatic scientist', 'Idealistic artist']","['Friar Bacon attempts to create a thinking head', 'Modern scientist replicates the experiment with mixed results', 'Artificial intelligence gains sentience', 'Sentient AI struggles with its place in the world', 'AI creates art and gains recognition']","['The nature of consciousness', 'The relationship between humans and AI', 'The value of creativity and art', 'The impact of technology on society', 'The struggle for self-actualization']","['Artificial Intelligence', 'Consciousness', 'Creativity', 'Experiment', 'Society', 'Technology']",2024-01-19 03:11:25,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
4778.txt, Sipurim (Stories),"['The protagonist grappling with their inner demons and external conflicts.', 'The mentor figure who guides the protagonist through their journey.']","['The protagonist experiences a transformative event or realization.', 'The protagonist faces a significant challenge or obstacle.', 'The protagonist receives guidance from a mentor figure.', 'The protagonist has a breakthrough or epiphany.', 'The protagonist undergoes a significant change in perspective or attitude.']","['Transformation and growth', 'Inner conflict and self-discovery', 'Mentorship and guidance', 'Overcoming challenges and obstacles']","['Journey', 'Change', 'Conflict', 'Growth', 'Transformation', 'Discovery', 'Mentorship']",2024-01-19 03:13:15,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59373-8.txt, Catalysis,"['The story features a variety of character archetypes, including the protagonist Thomas Gilchrist, a shy and socially awkward physical chemist; Rafael Alemn, a chatty and affable organic chemist; Catherine Bardas, a talented and determined biochemist; Mohammed Jahangir, a competent and dedicated engineer; and Samuel Vesey, a calm and authoritative leader.']","['The story follows the crew of a research station on Triton, the moon of Neptune, as they struggle to solve a mystery and survive a crisis caused by an unexpected chemical reaction in their heating system.', 'The crew becomes aware of a gradual cooling in their habitat and sets out to investigate the cause, eventually discovering that their heating system has been transformed into a highly efficient ammonia factory due to the presence of a nitrogen vein in the ground.', 'The crew grapples with the consequences of the chemical reaction, which includes radiation exposure, potential structural damage to their facility, and the need to find a solution before their supplies run out.', 'Thomas Gilchrist discovers the root cause of the problem and proposes a solution, which involves drilling an outlet for the nitrogen vein and using thermite to flush it out.', ""The crew successfully implements Gilchrist's solution, restoring heat to their habitat and averting disaster.""]","['The story explores the theme of perseverance in the face of adversity, as the crew works tirelessly to understand and address the crisis they are facing.', ""The importance of collaboration and teamwork is highlighted throughout the story, as the crew members rely on each other's expertise and work together to find a solution."", 'The story also touches on the theme of isolation and loneliness, as the crew members are physically separated from the rest of humanity and must rely on each other for emotional support.', 'The story underscores the value of clear communication and leadership, as Samuel Vesey effectively manages the crisis and keeps the crew informed and motivated.']","['science fiction', 'outer space', 'research station', 'chemistry', 'crisis', 'teamwork', 'leadership']",2024-01-19 03:16:55,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23535.txt, The Invaders,"['The story features a small town, Wide Bend, whose residents represent various archetypes including the curious observer (Jerry), the skeptical pragmatist (Watson), the protective father (Carson), and the cautious optimist (Henderson). The antagonists are the mysterious invaders, led by Joe Merklos.']","['Abandoned land suddenly becomes valuable due to an unexpected source of water, attracting the attention of both the townsfolk and a secretive group of outsiders.', 'The outsiders, led by Joe Merklos, buy the land and begin to cultivate it rapidly, drawing the curiosity and suspicion of the townsfolk.', 'Objects and resources begin to disappear from Wide Bend, leading the townsfolk to accuse the outsiders of theft.', 'As tension rises between the two groups, the townsfolk discover that the outsiders possess strange abilities, prompting fears of witchcraft and supernatural influence.', 'The townsfolk attempt to combat the outsiders using fire and religious symbols, resulting in conflict and tragedy.', 'Ultimately, the truth behind the outsiders is revealed, forcing both parties to confront their misconceptions and prejudices.']","['The theme of suspicion towards outsiders and the fear of the unknown drives much of the conflict in the story, highlighting the potential destructiveness of misguided assumptions.', ""The importance of understanding and empathy in resolving conflicts is demonstrated as both sides learn to appreciate each other's perspectives."", 'The story explores the power dynamics between communities and highlights the negative consequences of mistrust and intolerance.', 'The role of resource management and conservation plays a significant part in the narrative, emphasizing the need for responsible stewardship of natural assets.', ""The discovery of hidden knowledge and the existence of extraordinary abilities challenges the townsfolk's perceptions of reality.""]","['outsiders', 'suspicion', 'witchcraft', 'conflict resolution', 'resource management', 'prejudice', 'hidden knowledge', 'extraordinary abilities']",2024-01-19 03:17:48,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29742.txt, The Long Voyage,"['Protagonist: A man on a quest for something specific, driven by a mix of curiosity and necessity', ""Antagonist: A man who challenges the protagonist's authority and goals"", 'Supporting characters: A diverse group of individuals with unique skills and motivations, following the protagonist on the journey']","['The protagonist leads a group of settlers on a voyage to find a habitable planet', 'They land on several planets, finding them increasingly inhospitable, with no sign of animal life', ""A conflict arises between the protagonist and one of the settlers, who questions the protagonist's methods and intentions"", 'They eventually find an ancient structure on a desolate planet, revealing a hidden truth about their journey', 'The protagonist discovers that they have been traveling through time instead of space, and the true purpose behind their mission']","['The pursuit of knowledge and understanding despite uncertainty and adversity', 'Conflict and resolution within a community under pressure', ""Discovery of self and reality beyond one's expectations"", 'The consequences of deception and manipulation', 'Perseverance and resilience in the face of seemingly insurmountable obstacles']","['Space exploration', 'Time travel', 'Settlement', 'Leadership', 'Deception', 'Community dynamics', 'Survival', 'Discovery']",2024-01-19 03:18:23,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29019.txt, All Cats Are Gray,"['Steena: an expert operator on the big calculators who is colorblind and can see only shades of gray, making her an outsider; Bat: a tomcat who accompanies Steena and can see beyond the range of human vision', 'Cliff Moran: a spacer who is struggling to make ends meet and is willing to take risks to do so', 'Spacers: a group of individuals who frequent spaceports and share information with each other']","['Steena predicts the appearance of the Empress of Mars, a mysterious abandoned spaceship with untold riches aboard', 'Cliff decides to attempt to capture the Empress of Mars, despite the many failures of others before him', 'Steena, Bat, and Cliff venture onto the Empress of Mars and encounter an invisible entity', ""Steena uses her colorblindness and Bat's abilities to detect the invisible entity and destroy it"", 'Steena, Bat, and Cliff successfully capture the Empress of Mars and bring it to the Lunar quarantine station']","['Outsiders and outcasts possess unique abilities that can be valuable in unexpected ways', 'The importance of trust and collaboration in achieving success', 'The dangers of curiosity and greed', 'The value of sharing knowledge and resources within a community']","['science fiction', 'space exploration', 'invisibility', 'treasure hunt', 'teamwork', 'colorblindness', 'cats', 'adventure']",2024-01-19 03:20:48,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59267.txt, The Laboratorians,"['The rigid and traditionalist veteran scientist', 'The open-minded and adaptable young scientist', 'The competent but unmotivated assistant', 'The skilled and ambitious newcomer']","['The arrival of a new scientist who challenges the status quo', 'The discovery of poor laboratory practices and lack of scientific rigor', 'The implementation of new policies and training programs', 'The resistance and pushback from the entrenched staff', 'The ultimate success and improvement of the laboratory operations']","['The importance of scientific rigor and integrity', 'The challenge of introducing change in a traditional environment', 'The value of continuous learning and adaptation', 'The impact of leadership style on team performance and motivation', 'The dynamics of power and influence in a hierarchical organization']","['Science', 'Laboratory', 'Leadership', 'Change Management', 'Organizational Culture', 'Professional Development', 'Performance Improvement', 'Hierarchy', 'Resistance', 'Success']",2024-01-19 03:21:18,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
28893.txt, Of Time and Texas,"['The ambitious and confident inventor archetype (Professor C. Cydwick Ohms)', 'The curious and adventurous young journalist archetype', 'The skeptical and cautious journalist archetype']","['Introduction of the groundbreaking invention: The C. Cydwick Ohms Time Door', 'The intention of solving overpopulation crisis through Time Door', 'Revealing the destination and process behind Time Door travel', 'The failure of the Time Door to transport the inventor', 'Unexpected consequences: A stampede of Texan cattle from the past', ""The inventor's acceptance of the situation and adapting to it""]","['Ambition and drive', 'Innovation and technology', 'Consequences of human intervention in natural processes', 'Overcoming failures and adapting to unexpected situations']","['Time Travel', 'Invention', 'Overpopulation Crisis', 'Cattle Ranching', 'Journalism', 'Adaptation']",2024-01-19 03:21:41,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23059-0.txt, My Friend The Murderer,"['The protagonist is a doctor who works in a prison and interacts with the convicts.', 'The convict, Maloney, is a complex character who has served his country but feels betrayed by it.', ""The antagonist, Tattooed Tom, is motivated by revenge and a desire to avenge his brother's death.""]","['The protagonist meets Maloney and is drawn into his story due to their shared background and profession.', 'Maloney shares his experiences of serving his country and feeling betrayed by it, including his trials and tribulations in various ports and countries.', 'The climax of the story occurs when Maloney encounters his old enemy, Tattooed Tom, and the two engage in a deadly struggle.', ""The story concludes with the protagonist reflecting on Maloney's life and death, and considering the implications of his actions.""]","[""The theme of betrayal and mistreatment by one's country is present throughout the story."", ""The theme of the consequences of one's actions is also prevalent, as Maloney's past actions catch up to him and ultimately lead to his demise."", 'The theme of the complexities of morality and the blurring of the lines between right and wrong is also explored.']","['betrayal', 'consequences', 'moral complexity', 'mistreatment', 'revenge']",2024-01-19 03:23:41,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
31483.txt, The First Little Pet Book with Ten Short Stories in Words of Three and Four Letters,"['Bad boy/girl', 'Good boy/girl', 'Parental figures', 'Animals (pets)', 'War veterans', 'Workers', ""Children's games""]","['Disobedience leads to consequences', 'Being kind to animals', 'Losing a limb in war', 'Helping the less fortunate', ""Playing children's games"", 'Warning against disobedience', 'Consequences of actions', 'The importance of honesty', 'The value of hard work', 'Importance of family', 'Childhood innocence']","['Obedience', 'Kindness to animals', 'War and its impact', 'Charity', 'Childhood play', 'Consequences', 'Honesty', 'Hard work', 'Family values', 'Childhood innocence', 'Love and care']","['War', 'Amputation', 'Limbless soldier', 'Family', 'Childhood', 'Innocence', 'Games', 'Disobedience', 'Consequences', 'Rat', 'Cat', 'Doll', 'Cook', 'Obedience', 'Kindness', 'Charity', 'Helpfulness', 'Work ethic', 'Responsibility', 'Caring', 'Protectiveness', 'Love', 'Cautionary tale', 'Moral lesson']",2024-01-19 03:24:35,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32820.txt, World Beyond Pluto,"['Desperate escaped convict', 'Resourceful and brave space pilot', 'Group of young female musicians']","[""Convict escapes from prison and heads towards Triton's spaceport"", 'Space pilot takes control of a passenger ship and kidnaps a group of young female musicians', 'Space pilot and the convict engage in a high-stakes chase in space', 'Space pilot and the convict confront each other on Pluto', 'Space pilot manages to defeat the convict and save the musicians']","['Good vs evil', 'Courage and determination', 'The power of teamwork']","['Space travel', 'Adventure', 'Science fiction', 'Crime', 'Music']",2024-01-19 03:25:05,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51363.txt, Double Standard,"['A protagonist who goes to great lengths to achieve their dream of going to space, despite not meeting the typical qualifications for space travel', 'An antagonist who tries to prevent the protagonist from achieving their dream, representing the strict rules and discrimination faced by the protagonist']","[""The protagonist's desire to go to space is established"", 'The protagonist learns about the opportunity to go to space through forging documents and altering their appearance', 'The protagonist successfully boards the spaceship and starts their journey', 'The protagonist is discovered by the authorities and must hide in order to avoid being removed from the spaceship']","['The idea of identity and how society defines individuals based on certain characteristics', ""The importance of following one's dreams and desires, even if it means breaking societal norms"", 'The discrimination faced by certain groups of people and the lengths they may go to in order to escape it', 'The struggle between conforming to societal expectations and challenging the status quo']","['space travel', 'discrimination', 'identity', 'dreams', 'forgery', 'societal norms', 'deception', 'conformity']",2024-01-19 03:27:12,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
869-0.txt, The Soul of Nicholas Snyders,"['The miser: Nicholas Snyders, a wealthy but cruel man who loves only his gold and the power it gives him', ""The innocent: Christina, an orphan who works for Nicholas without pay as thanks for clearing her parents' debts"", 'The young lovers: Jan, a sailor who wishes to marry Christina, and Christina herself']","[""Nicholas' encounter with a mysterious peddler who offers him a 'new soul', leading to a series of events that challenge his values and desires"", ""Nicholas' decision to trade souls with Jan, resulting in a transformation that brings both challenges and opportunities"", ""Christina's role in helping Nicholas see the world in a new light and ultimately find happiness""]","['The power of redemption and second chances', 'The impact of our choices on ourselves and others', 'The capacity for growth and change throughout life', 'The importance of empathy, kindness, and understanding in human relationships']","['Transformation', 'Morality', 'Love', 'Empathy', 'Redemption', 'Change', 'Compassion', 'Choice', 'Growth', 'Relationships']",2024-01-19 03:27:43,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
26066-8.txt, The Cosmic Express,"['The protagonist couple, Eric and Nada, embody the archetype of dreamers who long for a simpler, more natural life, free from the constraints of modern civilization.', ""The antagonist is not a person but rather the dreamers' own idealized version of the past, which ultimately proves to be as treacherous and unforgiving as the concrete jungle they sought to escape.""]","['The dreamers learn about the Cosmic Express, a revolutionary new mode of transportation that utilizes etheric vibrations to transmit matter across vast distances.', 'Seizing the opportunity to escape their mundane existence, the dreamers embark on the Cosmic Express, bound for the untamed wilds of Venus.', 'Upon arrival, the dreamers quickly realize that their paradise is fraught with danger and devoid of the conveniences they had taken for granted.', 'Despite the challenges, the dreamers persevere, learning to adapt and survive in their new environment.', 'Ultimately, the dreamers come to appreciate the complexity and beauty of their former life, leading them to abandon their quest for a simpler existence.', 'Having learned a valuable lesson about the allure of nostalgia, the dreamers return to their old life, forever changed by their experience.']","['The dangers of romanticizing the past and idealizing simpler times.', 'The importance of appreciating the complexities and conveniences of modern life.', 'The resilience and adaptability of the human spirit.', 'The potential for personal growth and transformation through adversity.']","['Cosmic Express', 'etheric vibrations', 'Venus', 'dreamers', 'simpler times', 'modern life', 'resilience', 'adaptability', 'personal growth', 'transformational journey']",2024-01-19 03:28:27,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29623.txt, The Cuckoo Clock,"['Overprotective and paranoid mother', 'Rational and supportive father', 'Mysterious and possibly dangerous child', 'Helpful and observant neighbor', 'Authoritative and dismissive authority figure']","[""Child's playmates die in a series of tragic accidents"", 'Parents begin to suspect that the child is responsible for the deaths', ""Parents investigate the child's background and discover a possible connection to a shadowy organization"", 'Parents grapple with their suspicions and doubts, leading to tension between them', 'Resolution occurs when the parents make a shocking discovery about the child']","['Paranoia and fear', 'Trust and suspicion', 'Parental love and responsibility', 'The nature of childhood and innocence', 'The power of secrets and hidden knowledge']","['Thriller', 'Mystery', 'Horror', 'Suspense', 'Psychological fiction']",2024-01-19 03:28:51,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
3181-0.txt, The Stolen White Elephant,"['Archetypal Detective: a man of wisdom, patience, and boundless persistence, who uses his intellect and experience to solve complex mysteries and apprehend criminals.', 'Arrogant and Inept Criminal: a pair of thieves who lack the foresight, intelligence, and skill needed to successfully carry out their crimes, leading to their eventual downfall.']","['The theft of the White Elephant and the subsequent investigation.', ""The detective's attempts to locate the thieves and the elephant through various methods and clues."", ""The detective's eventual discovery of the elephant in the basement of his own headquarters."", ""The detective's efforts to compromise with the thieves and the ultimate failure of those negotiations.""]","['The power of intellect and perseverance in solving problems and achieving goals.', 'The consequences of arrogance, greed, and incompetence in criminal behavior.', 'The importance of communication and collaboration in successful investigations.', 'The limitations of stereotypes and assumptions in understanding individuals and situations.']","['Detective', 'White Elephant', 'Theft', 'Investigation', 'Negotiation', 'Intellect', 'Perseverance', 'Criminal', 'Arrogance', 'Greed', 'Communication', 'Collaboration']",2024-01-19 03:30:40,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
24149-8.txt, The Ambulance Made Two Trips,"['detective sergeant trying to uphold the law', 'racketeer using violence and intimidation to gain power', 'business owners facing threats and violence', 'hoodlums and enforcers carrying out orders']","['anonymous gifts causing dissension among the police force', ""brink taking over the family business after previous owner's breakdown"", ""threats and attempts on brink's business leading to increased tension"", 'detective sergeant suspecting foul play and investigating', 'brink explaining the use of psi units to prevent violence', 'detective sergeant witnessing the effects of psi units on violent individuals', 'brink offering to sell business to big jake for a fair price', 'detective sergeant accompanying brink to meeting with big jake']","['corruption versus justice', 'nonviolence as a powerful tool', 'racketeering and criminal activity', 'police procedure and investigation', 'violence prevention and intervention']","['psychokinesis', 'racketeering', 'intimidation', 'corruption', 'nonviolence', 'police']",2024-01-19 03:31:21,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58743.txt, Little Boy,"['Animalistic survival instincts', 'Humanity in adversity', 'Coming of age', 'Innocence regained']","['Struggle for survival in post-apocalyptic NYC', 'Chance encounter in the wilderness', 'Attempted violence due to misunderstanding', 'Shared experience leading to friendship', 'Captured by military forces']","['Survival of the fittest', 'Rediscovery of humanity', 'Trust and understanding', 'Nurture vs nature', 'Restoration and rebuilding']","['Post-apocalypse', 'Children', 'Survival', 'War', 'Rebuilding society']",2024-01-19 03:31:42,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
