participant_id,study_id,authenticity_score,empathy_score,engagement_score,emotion_provoking_score,narrative_complexity_score,human_likeness_score,story_id,premise_id,model_short,strategy
10,176,4,4,3,4,4,5,iums7ds,9,Human-Intermediate,
11,176,3,3,3,3,2,4,iums7ds,9,Human-Intermediate,
15,176,2,3,3,3,3,2,iums7ds,9,Human-Intermediate,
8,177,4,3,3,3,3,5,iuzbqyy,2,Human-Novice,
10,177,4,4,4,4,4,5,iuzbqyy,2,Human-Novice,
11,177,2,3,3,4,2,4,iuzbqyy,2,Human-Novice,
15,177,2,3,2,3,2,2,iuzbqyy,2,Human-Novice,
8,178,4,3,3,3,4,5,iuv1iu7,2,Human-Advanced,
10,178,3,4,4,4,4,5,iuv1iu7,2,Human-Advanced,
11,178,3,3,4,3,2,4,iuv1iu7,2,Human-Advanced,
15,178,4,5,4,4,4,4,iuv1iu7,2,Human-Advanced,
8,179,2,1,1,1,1,2,-3.58358E+18,19,GPT-4,plan_write
10,179,3,4,3,4,3,4,-3.58358E+18,19,GPT-4,plan_write
11,179,3,3,3,3,2,4,-3.58358E+18,19,GPT-4,plan_write
15,179,2,3,2,2,2,2,-3.58358E+18,19,GPT-4,plan_write
8,180,1,1,1,1,1,1,5.44E+18,16,Llama-2-7B,plan_write
10,180,3,2,1,2,2,2,5.44E+18,16,Llama-2-7B,plan_write
11,180,2,2,2,2,2,2,5.44E+18,16,Llama-2-7B,plan_write
15,180,4,4,3,4,3,4,5.44E+18,16,Llama-2-7B,plan_write
8,181,5,5,5,5,5,5,ji6ro49,19,Human-Intermediate,
10,181,4,4,3,4,4,4,ji6ro49,19,Human-Intermediate,
11,181,3,2,4,3,2,4,ji6ro49,19,Human-Intermediate,
15,181,3,3,4,3,2,3,ji6ro49,19,Human-Intermediate,
8,182,1,1,1,1,1,1,2.74E+18,14,Mixtral-8x7B,writer_profile
10,182,3,2,1,2,2,2,2.74E+18,14,Mixtral-8x7B,writer_profile
11,182,2,2,2,2,2,2,2.74E+18,14,Mixtral-8x7B,writer_profile
15,182,3,4,3,4,3,3,2.74E+18,14,Mixtral-8x7B,writer_profile
8,183,1,1,1,1,1,1,3.47E+18,15,Mixtral-8x7B,writer_profile
10,183,2,2,1,1,2,2,3.47E+18,15,Mixtral-8x7B,writer_profile
11,183,2,2,2,2,3,2,3.47E+18,15,Mixtral-8x7B,writer_profile
15,183,2,3,3,3,2,3,3.47E+18,15,Mixtral-8x7B,writer_profile
8,184,1,1,1,1,1,1,-1.18E+18,17,Mixtral-8x7B,plan_write
10,184,1,1,1,1,1,2,-1.18E+18,17,Mixtral-8x7B,plan_write
11,184,2,2,2,2,2,2,-1.18E+18,17,Mixtral-8x7B,plan_write
15,184,3,4,3,4,3,4,-1.18E+18,17,Mixtral-8x7B,plan_write
8,185,1,1,1,1,1,1,8.87047E+18,12,GPT-3.5,plan_write
10,185,1,2,2,2,2,2,8.87047E+18,12,GPT-3.5,plan_write
11,185,2,2,3,2,2,2,8.87047E+18,12,GPT-3.5,plan_write
15,185,2,2,2,2,2,2,8.87047E+18,12,GPT-3.5,plan_write
8,186,5,4,4,4,4,5,ja3dbpk,12,Human-Novice,
10,186,2,3,3,3,3,4,ja3dbpk,12,Human-Novice,
11,186,2,2,4,3,2,4,ja3dbpk,12,Human-Novice,
15,186,3,2,2,2,2,2,ja3dbpk,12,Human-Novice,
8,187,5,4,4,4,3,5,ja14bd3,12,Human-Intermediate,
10,187,3,3,3,4,3,4,ja14bd3,12,Human-Intermediate,
11,187,2,2,3,2,2,4,ja14bd3,12,Human-Intermediate,
15,187,3,2,2,1,1,2,ja14bd3,12,Human-Intermediate,
8,188,5,4,4,3,3,5,jp8f1sf,17,Human-Intermediate,
10,188,3,3,2,3,3,4,jp8f1sf,17,Human-Intermediate,
11,188,3,3,4,4,2,4,jp8f1sf,17,Human-Intermediate,
15,188,3,4,2,2,3,3,jp8f1sf,17,Human-Intermediate,
8,189,5,4,4,4,4,5,j3wzrmj,11,Human-Advanced,
10,189,3,3,2,4,3,4,j3wzrmj,11,Human-Advanced,
11,189,3,3,4,4,2,4,j3wzrmj,11,Human-Advanced,
15,189,4,4,3,4,3,4,j3wzrmj,11,Human-Advanced,
8,190,3,3,3,3,3,3,-3.07E+18,19,Llama-2-13B,plan_write
10,190,3,4,2,4,3,4,-3.07E+18,19,Llama-2-13B,plan_write
11,190,3,3,3,3,2,4,-3.07E+18,19,Llama-2-13B,plan_write
15,190,3,4,3,4,3,4,-3.07E+18,19,Llama-2-13B,plan_write
8,191,1,1,1,1,1,1,-2.88432E+18,14,GPT-3.5,plan_write
10,191,2,1,1,1,1,1,-2.88432E+18,14,GPT-3.5,plan_write
11,191,2,2,2,2,2,2,-2.88432E+18,14,GPT-3.5,plan_write
15,191,3,4,3,4,2,3,-2.88432E+18,14,GPT-3.5,plan_write
8,192,2,1,2,1,2,1,4.49655E+18,3,GPT-3.5,writer_profile
10,192,1,1,1,1,1,1,4.49655E+18,3,GPT-3.5,writer_profile
11,192,2,2,3,2,2,2,4.49655E+18,3,GPT-3.5,writer_profile
15,192,2,2,2,2,2,2,4.49655E+18,3,GPT-3.5,writer_profile
8,193,3,2,2,1,1,5,jb4iusp,15,Human-Advanced,
10,193,2,3,1,3,3,4,jb4iusp,15,Human-Advanced,
11,193,3,3,3,3,2,4,jb4iusp,15,Human-Advanced,
15,193,2,4,2,3,2,2,jb4iusp,15,Human-Advanced,
8,194,3,2,2,1,2,3,5.77E+18,19,Mixtral-8x7B,writer_profile
10,194,3,2,2,2,2,3,5.77E+18,19,Mixtral-8x7B,writer_profile
11,194,3,3,3,3,2,4,5.77E+18,19,Mixtral-8x7B,writer_profile
15,194,3,3,2,3,2,3,5.77E+18,19,Mixtral-8x7B,writer_profile
8,195,3,1,2,1,2,3,3.07029E+18,11,GPT-3.5,writer_profile
10,195,3,3,3,4,3,3,3.07029E+18,11,GPT-3.5,writer_profile
11,195,2,2,2,2,2,2,3.07029E+18,11,GPT-3.5,writer_profile
15,195,4,4,3,3,4,4,3.07029E+18,11,GPT-3.5,writer_profile
8,196,3,3,2,3,1,5,iur2wr6,9,Human-Novice,
10,196,2,3,2,3,3,4,iur2wr6,9,Human-Novice,
11,196,3,3,2,3,2,4,iur2wr6,9,Human-Novice,
15,196,4,5,4,5,4,4,iur2wr6,9,Human-Novice,
8,197,5,4,4,4,3,5,ix8e2ih,8,Human-Advanced,
10,197,2,3,3,3,3,4,ix8e2ih,8,Human-Advanced,
11,197,2,2,2,2,2,4,ix8e2ih,8,Human-Advanced,
15,197,3,2,2,2,1,2,ix8e2ih,8,Human-Advanced,
8,198,2,1,2,1,1,1,-3.21E+18,0,Mixtral-8x7B,plan_write
10,198,3,2,2,3,2,2,-3.21E+18,0,Mixtral-8x7B,plan_write
11,198,2,2,2,2,2,2,-3.21E+18,0,Mixtral-8x7B,plan_write
15,198,2,2,2,2,3,2,-3.21E+18,0,Mixtral-8x7B,plan_write
8,199,2,1,3,1,2,1,-1.74661E+18,0,GPT-3.5,writer_profile
10,199,2,2,1,2,1,2,-1.74661E+18,0,GPT-3.5,writer_profile
11,199,2,2,2,2,2,2,-1.74661E+18,0,GPT-3.5,writer_profile
15,199,3,4,3,3,3,3,-1.74661E+18,0,GPT-3.5,writer_profile
